experiment, date, operator, x, value, plotted, centre, ucl, lcl, s, direction, signal, extract, flags, baseline, chart, type, variant, sop_sha256
DEMO_LC1_HIST_0001, 2024-01-08 15:30, , 1, 22.99392022705846, 22.99392022705846, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0015, 2024-03-14 11:30, , 15, 22.9891599767782, 22.9891599767782, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0016, 2024-03-15 14:30, , 16, 23.029241671130457, 23.029241671130457, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0017, 2024-03-18 11:30, , 17, 23.242036645973943, 23.242036645973943, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0018, 2024-03-20 10:30, , 18, 23.03564063213314, 23.03564063213314, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0019, 2024-03-23 10:30, , 19, 22.883332236231517, 22.883332236231517, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0020, 2024-03-26 15:30, , 20, 23.032479984199092, 23.032479984199092, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0021, 2024-04-02 16:30, , 21, 22.84102663297119, 22.84102663297119, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0022, 2024-04-03 11:30, , 22, 23.276483985650824, 23.276483985650824, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0023, 2024-04-17 12:30, , 23, 23.25166913721016, 23.25166913721016, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0024, 2024-05-06 11:30, , 24, 23.399852583873546, 23.399852583873546, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0025, 2024-05-08 11:30, , 25, 22.885747250099428, 22.885747250099428, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0026, 2024-05-14 17:30, , 26, 22.685093655555118, 22.685093655555118, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0027, 2024-05-20 13:30, , 27, 22.506901250376075, 22.506901250376075, 23.1904836473656, 23.891005839385194, 22.489961455346005, , lo, rule, extracted 2023-11-20, 2-2s, , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0028, 2024-05-26 11:30, , 28, 23.083895351436706, 23.083895351436706, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0029, 2024-06-10 15:30, , 29, 22.580905926744148, 22.580905926744148, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0030, 2024-06-12 12:30, , 30, 23.264340871998943, 23.264340871998943, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0031, 2024-06-19 13:30, , 31, 23.38089935026541, 23.38089935026541, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0033, 2024-06-20 14:30, , 32, 23.019937955665576, 23.019937955665576, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0032, 2024-06-20 16:30, , 33, 23.076810059586315, 23.076810059586315, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0034, 2024-06-26 12:30, , 34, 23.196744273799993, 23.196744273799993, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0035, 2024-06-26 15:30, , 35, 23.267344502575927, 23.267344502575927, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0036, 2024-06-27 12:30, , 36, 22.131796310866626, 22.131796310866626, 23.1904836473656, 23.891005839385194, 22.489961455346005, , lo, limit, extracted 2023-11-20, 1-3s, , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0037, 2024-06-29 16:30, , 37, 22.537081179096106, 22.537081179096106, 23.1904836473656, 23.891005839385194, 22.489961455346005, , lo, rule, extracted 2023-11-20, 2-2s, , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0038, 2024-07-03 15:30, , 38, 23.328997329914415, 23.328997329914415, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0039, 2024-07-04 15:30, , 39, 22.7516843608564, 22.7516843608564, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0040, 2024-07-07 14:30, , 40, 23.23039910266982, 23.23039910266982, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0041, 2024-07-18 12:30, , 41, 23.186628021841493, 23.186628021841493, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0042, 2024-07-30 17:30, , 42, 22.914602847181158, 22.914602847181158, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0043, 2024-07-31 14:30, , 43, 22.59241676270245, 22.59241676270245, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0045, 2024-08-01 14:30, , 44, 23.1518410344253, 23.1518410344253, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0044, 2024-08-01 17:30, , 45, 22.961832412092672, 22.961832412092672, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0047, 2024-08-02 11:30, , 46, 23.111620948166028, 23.111620948166028, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0046, 2024-08-02 12:30, , 47, 23.107840581254848, 23.107840581254848, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0048, 2024-08-03 11:30, , 48, 23.407302370856538, 23.407302370856538, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0049, 2024-08-09 16:30, , 49, 22.996422972169803, 22.996422972169803, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0050, 2024-08-11 14:30, , 50, 23.537295222596835, 23.537295222596835, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0051, 2024-08-20 13:30, , 51, 23.474824477755696, 23.474824477755696, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0052, 2024-08-27 14:30, , 52, 22.9164815636382, 22.9164815636382, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0053, 2024-09-03 14:30, , 53, 22.99866795600284, 22.99866795600284, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0054, 2024-09-06 14:30, , 54, 23.378371345409573, 23.378371345409573, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0056, 2024-09-09 16:30, , 55, 23.06787243331258, 23.06787243331258, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0055, 2024-09-09 17:30, , 56, 23.354422473084362, 23.354422473084362, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0057, 2024-09-16 11:30, , 57, 23.516428914144605, 23.516428914144605, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0058, 2024-09-26 16:30, , 58, 22.666072210879175, 22.666072210879175, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0059, 2024-09-29 16:30, , 59, 22.686668154212384, 22.686668154212384, 23.1904836473656, 23.891005839385194, 22.489961455346005, , lo, rule, extracted 2023-11-20, 2-2s, , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0060, 2024-10-18 16:30, , 60, 23.187411904398356, 23.187411904398356, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0061, 2024-10-22 11:30, , 61, 23.048631518731273, 23.048631518731273, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0062, 2024-10-28 10:30, , 62, 22.799218411047754, 22.799218411047754, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0063, 2024-10-29 13:30, , 63, 22.561245957875975, 22.561245957875975, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0064, 2024-10-31 15:30, , 64, 23.401784947759154, 23.401784947759154, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0065, 2024-11-11 12:30, , 65, 22.876789393923318, 22.876789393923318, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0066, 2024-11-14 16:30, , 66, 22.915318492460695, 22.915318492460695, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0068, 2024-12-01 10:30, , 67, 23.00579695547218, 23.00579695547218, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0067, 2024-12-01 16:30, , 68, 23.137624085196567, 23.137624085196567, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0069, 2024-12-02 11:30, , 69, 22.71448929333193, 22.71448929333193, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0070, 2024-12-11 11:30, , 70, 23.354654043402537, 23.354654043402537, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0071, 2024-12-26 11:30, , 71, 23.088841292140998, 23.088841292140998, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0072, 2024-12-30 14:30, , 72, 23.13783671032945, 23.13783671032945, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0073, 2025-01-12 13:30, , 73, 22.933369304765222, 22.933369304765222, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0074, 2025-01-20 11:30, , 74, 23.76861217396946, 23.76861217396946, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0075, 2025-01-31 13:30, , 75, 22.962944301526214, 22.962944301526214, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0076, 2025-02-04 11:30, , 76, 22.610450974371872, 22.610450974371872, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0077, 2025-02-07 12:30, , 77, 22.532073686356334, 22.532073686356334, 23.1904836473656, 23.891005839385194, 22.489961455346005, , lo, rule, extracted 2023-11-20, 2-2s, , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0078, 2025-02-23 13:30, , 78, 23.323796779685992, 23.323796779685992, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0079, 2025-02-24 11:30, , 79, 22.945009937100266, 22.945009937100266, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0080, 2025-02-28 16:30, , 80, 22.947894264148417, 22.947894264148417, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0081, 2025-03-01 10:30, , 81, 22.840609888473555, 22.840609888473555, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0082, 2025-03-03 13:30, , 82, 23.428430986853517, 23.428430986853517, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0083, 2025-03-03 16:30, , 83, 23.442640353734447, 23.442640353734447, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0084, 2025-03-07 16:30, , 84, 23.195892031902545, 23.195892031902545, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0085, 2025-03-11 16:30, , 85, 23.28043683018589, 23.28043683018589, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0086, 2025-03-13 14:30, , 86, 23.180257221637337, 23.180257221637337, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0087, 2025-03-16 10:30, , 87, 22.84176262629086, 22.84176262629086, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0088, 2025-03-20 10:30, , 88, 23.29249480547459, 23.29249480547459, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0089, 2025-04-01 16:30, , 89, 23.495562717964397, 23.495562717964397, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0090, 2025-04-07 15:30, , 90, 22.94132718500219, 22.94132718500219, 23.1904836473656, 23.891005839385194, 22.489961455346005, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
