experiment, date, instrument, operator, firmware, software, block_cycles, run_minutes, edit_delay, bg_median.465-510, bg_median.533-580, plateau_median.465-510, plateau_median.533-580, heat_rate, cool_rate, overshoot, settling, transition.95→60 °C, transition.60→72 °C, transition.72→95 °C, transition.72→40 °C, hold_temp.mean, hold_temp.sd, hold_temp.n, lamp_ref.465-510, lamp_ref.533-580, lamp_drift.465-510, lamp_drift.533-580, exposure.465-510, exposure.533-580, chan_switch, cycle_sd, invalid_acq.bad, invalid_acq.n, templog_late.bad, templog_late.n, action_rate.bad, action_rate.n, late_rate.bad, late_rate.n, call_disagree.bad, call_disagree.n, rep_sd, rowcol, manual_rate.bad, manual_rate.n, copied.count, findings.count, pc_cq.35S | DEMO-CRM, pc_cq.T-NOS | DEMO-CRM, pc_cq.HMG | DEMO-CRM, pc_batch.35S | DEMO-CRM, pc_batch.T-NOS | DEMO-CRM, pc_batch.HMG | DEMO-CRM, pc_amplitude.35S | DEMO-CRM, pc_amplitude.T-NOS | DEMO-CRM, pc_amplitude.HMG | DEMO-CRM, ntc_rate.bad, ntc_rate.n
DEMO_LC2_HIST_0011, 2025-05-11 15:30, LC · LC-DEMO-02, operator-81023fd5, HTC_VER_10, LCS480 1.5.1.62, , 68.92050202725365, 0.20578863361390126, 1676.5133954892572, 1916.290625429726, 2098.885996609966, 1730.8401620791326, 4.7874, 2.4058200000000003, 5.39, 4.54, 15.376951603670369, 2.4452844041284667, 4.904951724097269, 16.329792972841133, -0.4255439634263674, 0.03606100142111257, 45, 6854, 11893, -1.5156369354361627, -1.5674341250629757, 282, 272, 1043, 57.20403555458747, 0, 135, 15, 8122, 0, 12, 0, 8, 0, 2, 0.6218826181450856, 0.4718070801561981, 0, 28, 0, 105, 32.88174059855619, 31.272021341445075, 23.094656895710976, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 1559.4729908445672, 1688.316335005919, 1750.942443374659, 0, 6
DEMO_LC2_HIST_0012, 2025-05-14 13:30, LC · LC-DEMO-02, operator-81023fd5, HTC_VER_10, LCS480 1.5.1.62, , 67.70208900524094, -0.49037221713716284, 1143.1181778753453, 1430.2466361946924, 1950.2012904918247, 1166.6244623301104, 4.79952, 2.44824, 5.3500000000000005, 4.54, 15.36640524769254, 2.4537366856702354, 4.880059641538476, 16.34645297934892, -0.4351943768892482, 0.02951783677387887, 45, 6901, 11964, -1.5641976271150186, -1.2978770581860422, 337, 278, 1041, 35.50157648383632, 0, 135, 24, 8121, 0, 12, 0, 8, 0, 6, 0.6778464537312313, 0.21000434786117805, 0, 28, 0, 108, 33.01307324544846, 31.35765016055098, 23.137877334813467, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 1428.268150312397, 1443.519729916646, 1426.6406210773387, 0, 6
DEMO_LC2_HIST_0013, 2025-06-13 13:30, LC · LC-DEMO-02, operator-538c64e4, HTC_VER_10, LCS480 1.5.1.62, , 69.59580051723593, 0.08262372226042387, 1823.9109371779589, 1601.2046905923398, 2547.0168291656273, 1608.1459855011392, 4.7874, 2.38158, 5.32, 4.54, 15.41355475448338, 2.4364256731934093, 4.983109329861173, 16.406929974483837, -0.43373518318286963, 0.029715750686562088, 45, 6870, 11962, -1.4468059115984186, -1.5174147236794528, 269, 330, 1034, 26.90091757525878, 0, 135, 21, 8128, 2, 12, 0, 8, , , 0.14396054506446698, 0.5235441120440882, 1, 28, 0, 108, 33.54208434502856, 31.555179404234043, 23.12157956937745, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 1478.3074040187848, 1414.2491839484767, 1413.8763685872761, 1, 6
DEMO_LC2_HIST_0014, 2025-06-15 11:30, LC · LC-DEMO-02, operator-81023fd5, HTC_VER_10, LCS480 1.5.1.62, , 67.92669881114647, -0.5103928562282866, 1626.5900010520777, 2123.697788949034, 2720.7809797572495, 2068.735072946824, 4.7934600000000005, 2.38158, 5.41, 4.54, 15.413447379665756, 2.4572709050418204, 4.960854148367441, 16.740873606130602, -0.43538163984936407, 0.020991707945379395, 45, 6845, 11876, -1.9138118594883997, -1.2871213214480721, 240, 299, 1040, 15.769841443944294, 0, 135, 15, 8105, 0, 12, 0, 8, 0, 4, 0.24777325034775632, 0.4606603237343668, 0, 28, 1, 100, 33.053888551833225, 31.78738449084635, 23.050132671086114, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 1442.815592755389, 1364.4640522510763, 1515.3225767441015, 0, 6
DEMO_LC2_HIST_0015, 2025-06-16 15:30, LC · LC-DEMO-02, operator-96fc0cae, HTC_VER_10, LCS480 1.5.1.62, , 69.89332248743828, -0.018591149151979645, 1295.2883069196957, 1274.6493127449678, 1900.0825524703844, 1552.8519211228931, 4.78134, 2.44218, 5.4, 4.54, 15.396900258422336, 2.4391084048278238, 4.933671218929421, 16.54959614022684, -0.4335184273038765, 0.03426887959245178, 45, 7211, 11801, -1.7526880731199368, -1.0117647219054686, 264, 280, 1040, 50.03838159929502, 1, 135, 12, 8121, 0, 12, 0, 8, 0, 4, 0.12903551503808217, 0.18311478671570372, 0, 28, 0, 117, 32.836777968921034, 31.213349649357287, 23.114785862611647, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 1682.6256581205894, 1600.4705117039637, 1379.5901275134675, 0, 6
DEMO_LC2_HIST_0016, 2025-06-24 17:30, LC · LC-DEMO-02, operator-538c64e4, HTC_VER_10, LCS480 1.5.1.62, , 68.42132118146304, 1.4789618727593428, 1793.1105212009716, 1797.8206212245557, 2163.315325837637, 1835.7787194876507, 4.74498, 2.35734, 5.41, 4.13, 15.42251611194003, 2.430872199774526, 4.9699989020762105, 16.538766751445312, -0.4194435829311201, 0.034137550235651265, 45, 6838, 11886, -1.7751200628665065, -1.299655590907642, 285, 316, 1032, 24.81847636354041, 0, 135, 18, 8121, 1, 12, 0, 8, 0, 6, 0.11344875173088086, 0.20851611640037165, 0, 28, 0, 111, 32.285553872750455, 30.921324874086967, 23.032737480246883, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 1359.7141097629476, 1509.1011388879715, 1527.833652463498, 1, 6
DEMO_LC2_HIST_0017, 2025-06-26 12:30, LC · LC-DEMO-02, operator-96fc0cae, HTC_VER_10, LCS480 1.5.1.62, , 69.21999677129155, -0.07435860540788922, 1829.9464395444493, 1615.3396828319276, 1868.5504074689147, 1716.3565803820986, 4.76316, 2.43006, 5.39, 4.13, 15.356039121120684, 2.4349895641532733, 4.929257901852043, 16.782032845035893, -0.43141322379571456, 0.030410571710520556, 45, 6914, 11873, -1.5635048779141603, -0.8598726557218179, 328, 272, 1047, 32.96309678926758, 1, 135, 18, 8118, 0, 12, 0, 8, 0, 2, 0.06397619760397534, 0.34019203030852546, 0, 28, 0, 111, 32.926239975200744, 31.63909054692778, 22.88453070661748, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 1319.883866116048, 1642.5878423452382, 1454.9807772563595, 0, 6
DEMO_LC2_HIST_0018, 2025-07-28 14:30, LC · LC-DEMO-02, operator-81023fd5, HTC_VER_10, LCS480 1.5.1.62, , 73.45435080082608, 0.4071864392991474, 1638.953622816434, 1839.6726447147337, 2261.581292435728, 2113.974195660149, 4.7571, 2.41188, 5.41, 4.54, 15.434551121964496, 2.4308638699023954, 4.953687855674975, 16.623388174444138, -0.417772638411258, 0.023842885521885984, 45, 6806, 11840, -1.9059093941961176, -1.3306551608229191, 282, 358, 1041, 41.90612902501544, 0, 135, 26, 8128, 0, 12, 0, 8, , , 0.2966171806114843, 0.523386823195177, 0, 28, 1, 113, 32.20279472595747, 30.81567528851204, 23.00077165509403, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 1187.5374315027732, 1577.9256313563164, 1402.6277719071984, 0, 6
DEMO_LC2_HIST_0019, 2025-08-14 16:30, LC · LC-DEMO-02, operator-538c64e4, HTC_VER_10, LCS480 1.5.1.62, , 70.40845706700314, -0.880781461404378, 1987.0562471588648, 1972.1533120344286, 2860.6599552858843, 1148.9356101647477, 4.751040000000001, 2.38764, 5.45, 4.54, 15.391088219511186, 2.444671753149056, 4.950690305358271, 16.73137968853232, -0.4258674892443738, 0.02760839010920608, 45, 6872, 11830, -1.6521580132035119, -1.655869931497073, 286, 341, 1040, 27.67209807205489, 0, 135, 23, 8121, 0, 12, 0, 8, 0, 6, 0.28042278522721453, 0.21062606098510586, 0, 28, 0, 116, 32.679544140566165, 31.389091686450843, 22.99437993306439, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 1479.9270973482414, 1558.6119485561396, 1505.247977709446, 0, 6
DEMO_LC2_HIST_0020, 2025-08-14 14:30, LC · LC-DEMO-02, operator-538c64e4, HTC_VER_10, LCS480 1.5.1.62, , 67.9492133003361, 0.44630421901675016, 1707.378330750627, 2003.4430196867813, 2621.488082632681, 1723.261692768489, 4.78134, 2.44824, 5.38, 4.54, 15.406233968225216, 2.432931125883326, 4.961352838086722, 16.54883366002857, -0.4236040085733902, 0.028712264018987445, 45, 6867, 11865, -1.322520632940199, -0.7224967881852399, 259, 306, 1045, 37.57983483943352, 0, 135, 17, 8128, 0, 12, 0, 8, , , 0.356188701729479, 0.5265911619361072, 0, 28, 0, 99, 32.792741752778795, 31.327438590380567, 23.083683350710594, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 1584.186587104313, 1731.743383588785, 1474.1283823854722, 0, 6
DEMO_LC2_HIST_0021, 2025-08-16 15:30, LC · LC-DEMO-02, operator-96fc0cae, HTC_VER_10, LCS480 1.5.1.62, , 69.50731718547651, -0.5211307328942849, 1521.6112704220084, 1686.8305934724444, 2625.301057543825, 2064.2450099156717, 4.73892, 2.38764, 5.44, 4.54, 15.430326212381008, 2.4421681704452687, 4.954468624918387, 16.766225698471803, -0.4378267275869203, 0.027931109722834937, 45, 6871, 11867, -1.4677015967485674, -0.9456697448213538, 255, 279, 1043, 33.37243812264354, 0, 135, 22, 8122, 0, 12, 0, 8, 0, 4, 0.35277657903524495, 0.022318365788774667, 0, 28, 0, 108, 32.875480711399604, 31.997537972821238, 23.332404698750313, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 1549.9004677736896, 1588.987547143852, 1516.319146570482, 0, 6
DEMO_LC2_HIST_0022, 2025-08-18 14:30, LC · LC-DEMO-02, operator-538c64e4, HTC_VER_10, LCS480 1.5.1.62, , 68.08246024768044, -0.0009287194046946751, 1749.9860977706528, 1651.8605383246877, 2396.5245618359327, 1446.419870776732, 4.7571, 2.36946, 5.38, 4.54, 15.36695827620137, 2.4430006717408497, 4.95582869862322, 16.299437662076016, -0.41674839476110964, 0.022605475238762114, 45, 6893, 11912, -1.624034696708192, -1.4327668880836537, 273, 302, 1047, 27.032836818442362, 0, 135, 15, 8118, 1, 12, 0, 8, 0, 2, 0.06573104858174057, 0.34459700163896073, 0, 28, 0, 107, 33.281322910003226, 31.46275515818579, 23.0396209332877, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 1424.5183183746885, 1451.8576541048017, 1499.7702961024097, 0, 6
DEMO_LC2_HIST_0023, 2025-08-26 11:30, LC · LC-DEMO-02, operator-96fc0cae, HTC_VER_10, LCS480 1.5.1.62, , 68.27928730204442, 1.0928779717230808, 1653.6606826737475, 1607.6250613665343, 2413.565940698816, 1955.6145596864108, 4.78134, 2.41188, 5.29, 4.54, 15.4051278773227, 2.4466513280878526, 4.918283199913312, 16.77054125813548, -0.4297268993180338, 0.02389589435240116, 45, 6796, 11847, -1.8712135937993803, -1.5528777360740929, 237, 275, 1031, 14.835576201797734, 1, 135, 10, 8151, 0, 12, 0, 8, , , 0.2821025883887296, 0.5388853384412001, 0, 28, 0, 108, 32.97099985394851, 30.968217451232004, 22.887753420434002, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 1430.1750808380552, 1450.2640463237828, 1413.919092230613, 0, 6
DEMO_LC2_HIST_0024, 2025-08-27 17:30, LC · LC-DEMO-02, operator-538c64e4, HTC_VER_10, LCS480 1.5.1.62, , 69.01702105153383, -1.2485199991506537, 1198.5475197628593, 1282.5957970888069, 1841.5993097561527, 1762.2696148240652, 4.76922, 2.3937, 5.3500000000000005, 4.54, 15.370004020220575, 2.4652540117643964, 4.935470339193214, 16.47831600339043, -0.420465653554563, 0.03283956822152283, 45, 6826, 11916, -0.9878445621364829, -1.2272561008374923, 288, 307, 1047, 30.86728818559117, 0, 135, 10, 8121, 0, 12, 0, 8, 0, 4, 0.12050869176214657, 0.1848911324823951, 0, 28, 0, 122, 33.7661222920958, 31.769044279573045, 23.12819356063083, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 1440.0075613904216, 1490.9531458327751, 1695.2451111981015, 2, 6
DEMO_LC2_HIST_0025, 2025-08-27 17:30, LC · LC-DEMO-02, operator-81023fd5, HTC_VER_10, LCS480 1.5.1.62, , 68.98098450419927, -0.33241140746830505, 1665.9085581671102, 1074.4734229048158, 2494.0377171803448, 1903.3891480601521, 4.7874, 2.39976, 5.48, 4.54, 15.410954582882981, 2.438463608996179, 4.940974551471305, 16.318941058411387, -0.4236591414588744, 0.02814616771972726, 45, 6876, 11854, -1.3723383790546493, -0.792797315818198, 272, 337, 1047, 34.98495405641899, 0, 135, 25, 8122, 0, 12, 0, 8, 0, 2, 0.4820017734709442, 0.47403558460596423, 0, 28, 0, 105, 32.524516067954615, 32.184426388160915, 23.021719637151143, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 1490.065599301013, 1377.0962729091568, 1423.7823061818585, 0, 6
DEMO_LC2_HIST_0026, 2025-08-29 16:30, LC · LC-DEMO-02, operator-538c64e4, HTC_VER_10, LCS480 1.5.1.62, , 69.9335218119935, -0.020333361122865865, 1646.9273026178475, 2017.6530682752093, 2412.642930335925, 1708.1906728556614, 4.751040000000001, 2.4058200000000003, 5.54, 4.54, 15.43558667524976, 2.4580627552124406, 4.943356915701285, 16.714198262418577, -0.4287289956843346, 0.032296340123793996, 45, 6820, 11903, -1.4875568416637759, -0.9858032069580306, 267, 229, 1047, 34.07554495080576, 0, 135, 16, 8151, 0, 12, 0, 8, , , 0.5462807035661226, 0.5466057534844895, 0, 28, 0, 108, 32.99288893046232, 31.670109075231952, 22.879245624885446, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 1599.2256937820853, 1582.1587912262132, 1651.1117296387943, 0, 6
DEMO_LC2_HIST_0027, 2025-09-06 16:30, LC · LC-DEMO-02, operator-81023fd5, HTC_VER_10, LCS480 1.5.1.62, , 69.32955316526228, -0.3335300075708524, 1796.5768800522578, 1986.2378443271864, 2313.2564223577847, 1153.9444329318824, 4.7874, 2.3937, 5.44, 4.54, 15.347683703402357, 2.456349606001204, 4.962640853952436, 16.653888682258547, -0.41873023131537335, 0.033166002896153096, 45, 6850, 12230, -1.2710971924772523, -1.1906131177594113, 279, 257, 1031, 21.683034871094904, 2, 135, 19, 8105, 1, 12, 0, 8, 0, 4, 0.4514688642767529, 0.45496112059909993, 0, 28, 0, 107, 33.12227285115755, 31.771363477371423, 23.10238015976234, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 1520.7431561047842, 1763.691714067494, 1496.3520503013794, 0, 6
DEMO_LC2_HIST_0028, 2025-09-06 12:30, LC · LC-DEMO-02, operator-96fc0cae, HTC_VER_10, LCS480 1.5.1.62, , 68.21975796851382, 0.008200641393943262, 1665.4334537331579, 1834.92648281011, 2346.310854846233, 1952.3558755832628, 4.76922, 2.38158, 5.41, 4.54, 15.38475169593658, 2.4625548545750546, 4.931194599661096, 16.349574996454034, -0.4292280121730672, 0.03326604857451717, 45, 6868, 11884, -1.8643087909532101, -1.2670882887382269, 247, 246, 1040, 31.001971337861825, 0, 135, 16, 8151, 0, 12, 0, 8, , , 0.5228303402016196, 0.5459931487006761, 0, 28, 0, 128, 33.07387968291347, 30.837171138023535, 23.349203284213118, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 1427.7158281610552, 1699.2305322997722, 1721.3443728246007, 0, 6
DEMO_LC2_HIST_0029, 2025-09-26 13:30, LC · LC-DEMO-02, operator-96fc0cae, HTC_VER_10, LCS480 1.5.1.62, , 68.15399707217955, -0.058700999990100325, 1874.7037701087638, 2074.54066998311, 2605.476735160287, 2685.5083858455014, 4.7874, 2.41794, 5.4, 4.54, 15.389079427664132, 2.449471644624086, 4.907933656357058, 16.29927680282837, -0.43713250687925265, 0.03566482334904689, 45, 6872, 12013, -1.772646265379405, -1.5752212345844807, 268, 288, 1045, 22.333912233091425, 0, 135, 16, 8122, 1, 12, 0, 8, 0, 4, 0.20218775226271915, 0.022792407782368636, 0, 28, 1, 130, 33.280677359527665, 32.4060085367378, 23.393898470369567, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 1635.6649622529847, 1666.3771907652022, 1791.8986595715369, 0, 6
DEMO_LC2_HIST_0030, 2025-10-17 14:30, LC · LC-DEMO-02, operator-538c64e4, HTC_VER_10, LCS480 1.5.1.62, , 69.34141239821714, -0.257423304842899, 1612.206676569064, 1937.3142103603723, 2870.7082013533054, 1938.4028161470187, 4.76922, 2.3755200000000003, 5.36, 4.54, 15.340189794352202, 2.4307190287407114, 4.915106151109983, 16.544847018176423, -0.4309430507848, 0.031566446582430296, 45, 6846, 11799, -1.3838901643044794, -1.0074395426303062, 241, 280, 1037, 29.70350395337698, 1, 135, 12, 8121, 0, 12, 0, 8, 0, 4, 0.4508010898497187, 0.18630702448017444, 0, 28, 0, 122, 33.182907151914854, 31.449588152426738, 22.922073352663027, extracted 2025-09-29, extracted 2025-09-29, extracted 2025-09-29, 1440.3720361508804, 1558.7810799041029, 1477.3256233861468, 1, 6
