experiment, date, operator, x, value, plotted, centre, ucl, lcl, s, direction, signal, extract, flags, baseline, chart, type, variant, sop_sha256
DEMO_LC1_HIST_0001, 2024-01-08 15:30, , 1, 32.829624400845915, 32.829624400845915, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0015, 2024-03-14 11:30, , 15, 33.071478650876145, 33.071478650876145, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0016, 2024-03-15 14:30, , 16, 33.27338440196049, 33.27338440196049, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0017, 2024-03-18 11:30, , 17, 32.76959538113788, 32.76959538113788, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0018, 2024-03-20 10:30, , 18, 32.726771891940835, 32.726771891940835, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0019, 2024-03-23 10:30, , 19, 33.563583391871866, 33.563583391871866, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0020, 2024-03-26 15:30, , 20, 32.9357612555819, 32.9357612555819, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0021, 2024-04-02 16:30, , 21, 32.89219378325677, 32.89219378325677, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0022, 2024-04-03 11:30, , 22, 32.97781709644226, 32.97781709644226, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0023, 2024-04-17 12:30, , 23, 33.44599392581124, 33.44599392581124, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0024, 2024-05-06 11:30, , 24, 32.5965544063008, 32.5965544063008, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0025, 2024-05-08 11:30, , 25, 32.93329208108424, 32.93329208108424, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0026, 2024-05-14 17:30, , 26, 32.878510929450556, 32.878510929450556, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0027, 2024-05-20 13:30, , 27, 32.61355020250843, 32.61355020250843, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0028, 2024-05-26 11:30, , 28, 32.99601478135057, 32.99601478135057, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0029, 2024-06-10 15:30, , 29, 32.830151670595015, 32.830151670595015, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0030, 2024-06-12 12:30, , 30, 33.31091216041664, 33.31091216041664, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0031, 2024-06-19 13:30, , 31, 33.49725072461086, 33.49725072461086, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0033, 2024-06-20 14:30, , 32, 33.28631614347081, 33.28631614347081, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0032, 2024-06-20 16:30, , 33, 33.29977982735289, 33.29977982735289, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0034, 2024-06-26 12:30, , 34, 33.405136268505444, 33.405136268505444, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0035, 2024-06-26 15:30, , 35, 33.020869096511284, 33.020869096511284, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0036, 2024-06-27 12:30, , 36, 32.92407301638739, 32.92407301638739, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0037, 2024-06-29 16:30, , 37, 33.34928575937345, 33.34928575937345, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0038, 2024-07-03 15:30, , 38, 33.20881682653011, 33.20881682653011, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0039, 2024-07-04 15:30, , 39, 32.799533689568186, 32.799533689568186, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0040, 2024-07-07 14:30, , 40, 33.14205034072965, 33.14205034072965, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0041, 2024-07-18 12:30, , 41, 33.561039401179784, 33.561039401179784, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0042, 2024-07-30 17:30, , 42, 33.1486816503205, 33.1486816503205, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0043, 2024-07-31 14:30, , 43, 33.335729687246285, 33.335729687246285, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0045, 2024-08-01 14:30, , 44, 33.1718352429944, 33.1718352429944, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0044, 2024-08-01 17:30, , 45, 33.45937852059939, 33.45937852059939, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0047, 2024-08-02 11:30, , 46, 32.67373448329509, 32.67373448329509, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0046, 2024-08-02 12:30, , 47, 33.29873255637995, 33.29873255637995, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0048, 2024-08-03 11:30, , 48, 32.67205345595673, 32.67205345595673, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0049, 2024-08-09 16:30, , 49, 32.85575001796288, 32.85575001796288, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0050, 2024-08-11 14:30, , 50, 33.00890559590341, 33.00890559590341, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0051, 2024-08-20 13:30, , 51, 32.92164113080767, 32.92164113080767, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0052, 2024-08-27 14:30, , 52, 32.84452906002185, 32.84452906002185, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0053, 2024-09-03 14:30, , 53, 32.94412888554595, 32.94412888554595, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0054, 2024-09-06 14:30, , 54, 32.674469945149404, 32.674469945149404, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0056, 2024-09-09 16:30, , 55, 32.682724742658884, 32.682724742658884, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0055, 2024-09-09 17:30, , 56, 32.80193865069277, 32.80193865069277, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0057, 2024-09-16 11:30, , 57, 33.41477624143634, 33.41477624143634, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0058, 2024-09-26 16:30, , 58, 32.93139123387343, 32.93139123387343, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0059, 2024-09-29 16:30, , 59, 32.579522040190895, 32.579522040190895, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0060, 2024-10-18 16:30, , 60, 32.9251974170946, 32.9251974170946, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0061, 2024-10-22 11:30, , 61, 33.15439603045688, 33.15439603045688, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0062, 2024-10-28 10:30, , 62, 32.966965716274856, 32.966965716274856, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0063, 2024-10-29 13:30, , 63, 32.85087610572338, 32.85087610572338, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0064, 2024-10-31 15:30, , 64, 32.57441282391291, 32.57441282391291, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0065, 2024-11-11 12:30, , 65, 32.98266098998083, 32.98266098998083, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0066, 2024-11-14 16:30, , 66, 32.65009458137755, 32.65009458137755, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0068, 2024-12-01 10:30, , 67, 33.08357597917629, 33.08357597917629, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0067, 2024-12-01 16:30, , 68, 32.854240780286645, 32.854240780286645, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0069, 2024-12-02 11:30, , 69, 33.26872400035904, 33.26872400035904, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0070, 2024-12-11 11:30, , 70, 33.081587870388624, 33.081587870388624, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0071, 2024-12-26 11:30, , 71, 33.23077481822005, 33.23077481822005, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0072, 2024-12-30 14:30, , 72, 33.17202134152897, 33.17202134152897, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0073, 2025-01-12 13:30, , 73, 33.58494053134932, 33.58494053134932, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0074, 2025-01-20 11:30, , 74, 32.55555434058713, 32.55555434058713, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0075, 2025-01-31 13:30, , 75, 32.54397493527703, 32.54397493527703, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0076, 2025-02-04 11:30, , 76, 33.684568842823296, 33.684568842823296, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0077, 2025-02-07 12:30, , 77, 33.295636545500564, 33.295636545500564, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0078, 2025-02-23 13:30, , 78, 33.31180724532293, 33.31180724532293, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0079, 2025-02-24 11:30, , 79, 33.46203204175459, 33.46203204175459, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0080, 2025-02-28 16:30, , 80, 32.25778290752366, 32.25778290752366, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0081, 2025-03-01 10:30, , 81, 33.166624631778596, 33.166624631778596, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0082, 2025-03-03 13:30, , 82, 32.957505263027265, 32.957505263027265, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0083, 2025-03-03 16:30, , 83, 33.2336542450671, 33.2336542450671, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0084, 2025-03-07 16:30, , 84, 33.448540794092985, 33.448540794092985, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0085, 2025-03-11 16:30, , 85, 33.34417474861117, 33.34417474861117, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0086, 2025-03-13 14:30, , 86, 33.29937954458323, 33.29937954458323, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0087, 2025-03-16 10:30, , 87, 32.45201471858184, 32.45201471858184, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0088, 2025-03-20 10:30, , 88, 33.08276695379699, 33.08276695379699, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0089, 2025-04-01 16:30, , 89, 33.19894401189856, 33.19894401189856, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0090, 2025-04-07 15:30, , 90, 33.129895291594075, 33.129895291594075, 32.97733755221304, 33.99012806833705, 31.964547036089026, , , , extracted 2023-11-20, , , A-M1, i, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
