experiment, date, operator, x, value, plotted, centre, ucl, lcl, s, direction, signal, extract, flags, baseline, chart, type, variant, sop_sha256
DEMO_LC1_HIST_0001, 2024-01-08 15:30, , 1, 1550.2807381024545, 1513.473482855175, 1504.271669043355, 1583.4296383597764, 1425.1136997269334, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0012, 2024-02-26 10:30, , 12, 1506.2617800175535, 1509.0484565503011, 1504.271669043355, 1635.8897384818056, 1372.6535996049042, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0013, 2024-03-01 14:30, , 13, 1559.3739856304658, 1519.1135623663342, 1504.271669043355, 1636.00210013667, 1372.5412379500399, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0014, 2024-03-10 14:30, , 14, 1421.56854001444, 1499.6045578959554, 1504.271669043355, 1636.0739613259975, 1372.4693767607123, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0015, 2024-03-14 11:30, , 15, 1634.0253038768712, 1526.4887070921386, 1504.271669043355, 1636.1199319326072, 1372.4234061541026, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0016, 2024-03-15 14:30, , 16, 1560.816529794861, 1533.354271632683, 1504.271669043355, 1636.149344711089, 1372.3939933756208, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0017, 2024-03-18 11:30, , 17, 1588.0245297314727, 1544.2883232524412, 1504.271669043355, 1636.1681654471447, 1372.375172639565, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0018, 2024-03-20 10:30, , 18, 1488.7526735329914, 1533.1811933085512, 1504.271669043355, 1636.1802093089507, 1372.3631287777591, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0019, 2024-03-23 10:30, , 19, 1504.0443743838084, 1527.3538295236026, 1504.271669043355, 1636.1879168034384, 1372.3554212832714, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0020, 2024-03-26 15:30, , 20, 1606.7807000848707, 1543.2392036358563, 1504.271669043355, 1636.1928493635876, 1372.3504887231222, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0021, 2024-04-02 16:30, , 21, 1424.4695689541256, 1519.4852766995102, 1504.271669043355, 1636.1960061052969, 1372.347331981413, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0022, 2024-04-03 11:30, , 22, 1511.0966927830798, 1517.8075599162244, 1504.271669043355, 1636.19802638035, 1372.3453117063598, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0023, 2024-04-17 12:30, , 23, 1473.1880247076915, 1508.8836528745178, 1504.271669043355, 1636.1993193401483, 1372.3440187465615, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0024, 2024-05-06 11:30, , 24, 1610.5467480861823, 1529.216271916851, 1504.271669043355, 1636.200146827769, 1372.3431912589408, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0025, 2024-05-08 11:30, , 25, 1435.795145081901, 1510.532046549861, 1504.271669043355, 1636.2006764171224, 1372.3426616695874, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0026, 2024-05-14 17:30, , 26, 1615.4617091320354, 1531.517979066296, 1504.271669043355, 1636.201015353193, 1372.3423227335168, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0027, 2024-05-20 13:30, , 27, 1642.6176734030073, 1553.7379179336383, 1504.271669043355, 1636.2012322718213, 1372.3421058148886, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0028, 2024-05-26 11:30, , 28, 1440.825928091319, 1531.1555199651746, 1504.271669043355, 1636.2013710995561, 1372.3419669871537, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0029, 2024-06-10 15:30, , 29, 1493.9589126637297, 1523.7161985048856, 1504.271669043355, 1636.2014599492297, 1372.34187813748, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0030, 2024-06-12 12:30, , 30, 1368.1342280842994, 1492.5998044207686, 1504.271669043355, 1636.2015168129894, 1372.3418212737204, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0031, 2024-06-19 13:30, , 31, 1474.100769678335, 1488.899997472282, 1504.271669043355, 1636.2015532057828, 1372.341784880927, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0033, 2024-06-20 14:30, , 32, 1634.0269023244164, 1517.9253784427087, 1504.271669043355, 1636.2015764971652, 1372.3417615895446, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0032, 2024-06-20 16:30, , 33, 1623.884053343167, 1539.1171134228002, 1504.271669043355, 1636.2015914036479, 1372.341746683062, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0034, 2024-06-26 12:30, , 34, 1687.9490354448894, 1568.8834978272182, 1504.271669043355, 1636.201600943796, 1372.3417371429139, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0035, 2024-06-26 15:30, , 35, 1580.734132287891, 1571.253624719353, 1504.271669043355, 1636.2016070494903, 1372.3417310372195, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0036, 2024-06-27 12:30, , 36, 1404.9873109255545, 1538.0003619605934, 1504.271669043355, 1636.2016109571346, 1372.3417271295752, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0037, 2024-06-29 16:30, , 37, 1430.2148288878677, 1516.4432553460483, 1504.271669043355, 1636.2016134580267, 1372.341724628683, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0038, 2024-07-03 15:30, , 38, 1578.9659869090597, 1528.9478016586506, 1504.271669043355, 1636.2016150585978, 1372.341723028112, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0039, 2024-07-04 15:30, , 39, 1425.9111228646607, 1508.3404658998527, 1504.271669043355, 1636.2016160829633, 1372.3417220037466, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0040, 2024-07-07 14:30, , 40, 1366.9945027549227, 1480.0712732708666, 1504.271669043355, 1636.201616738557, 1372.3417213481528, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0041, 2024-07-18 12:30, , 41, 1542.6627246989644, 1492.5895635564862, 1504.271669043355, 1636.2016171581372, 1372.3417209285726, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0042, 2024-07-30 17:30, , 42, 1436.1220849479994, 1481.2960678347888, 1504.271669043355, 1636.2016174266685, 1372.3417206600413, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0043, 2024-07-31 14:30, , 43, 1428.5138453299503, 1470.7396233338213, 1504.271669043355, 1636.2016175985284, 1372.3417204881814, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0045, 2024-08-01 14:30, , 44, 1443.1032753413929, 1465.2123537353357, 1504.271669043355, 1636.2016177085188, 1372.341720378191, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0044, 2024-08-01 17:30, , 45, 1446.253379751867, 1461.420558938642, 1504.271669043355, 1636.2016177789128, 1372.341720307797, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0047, 2024-08-02 11:30, , 46, 1403.2350811560184, 1449.7834633821174, 1504.271669043355, 1636.2016178239649, 1372.341720262745, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0046, 2024-08-02 12:30, , 47, 1472.2216965894336, 1454.2711100235806, 1504.271669043355, 1636.201617852798, 1372.3417202339117, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0048, 2024-08-03 11:30, , 48, 1695.4013705231962, 1502.4971621235038, 1504.271669043355, 1636.2016178712515, 1372.3417202154583, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0049, 2024-08-09 16:30, , 49, 1448.7636129800005, 1491.7504522948034, 1504.271669043355, 1636.2016178830615, 1372.3417202036483, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0050, 2024-08-11 14:30, , 50, 1544.7277385096443, 1502.3459095377716, 1504.271669043355, 1636.2016178906201, 1372.3417201960897, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0051, 2024-08-20 13:30, , 51, 1430.0412245618893, 1487.8849725425953, 1504.271669043355, 1636.2016178954575, 1372.3417201912523, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0052, 2024-08-27 14:30, , 52, 1782.8528733696435, 1546.878552708005, 1504.271669043355, 1636.2016178985534, 1372.3417201881564, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0053, 2024-09-03 14:30, , 53, 1515.6942506112887, 1540.6416922886617, 1504.271669043355, 1636.2016179005348, 1372.341720186175, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0054, 2024-09-06 14:30, , 54, 1502.0662490031466, 1532.9266036315587, 1504.271669043355, 1636.201617901803, 1372.3417201849068, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0056, 2024-09-09 16:30, , 55, 1579.5934924613823, 1542.2599813975235, 1504.271669043355, 1636.2016179026145, 1372.3417201840953, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0055, 2024-09-09 17:30, , 56, 1438.6804420261367, 1521.5440735232462, 1504.271669043355, 1636.2016179031339, 1372.341720183576, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0057, 2024-09-16 11:30, , 57, 1369.991406445606, 1491.2335401077182, 1504.271669043355, 1636.2016179034663, 1372.3417201832435, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0058, 2024-09-26 16:30, , 58, 1352.3980612875537, 1463.4664443436855, 1504.271669043355, 1636.201617903679, 1372.3417201830307, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0059, 2024-09-29 16:30, , 59, 1538.1443698939393, 1478.4020294537363, 1504.271669043355, 1636.2016179038153, 1372.3417201828945, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0060, 2024-10-18 16:30, , 60, 1667.0371928185048, 1516.12906212669, 1504.271669043355, 1636.2016179039024, 1372.3417201828074, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0061, 2024-10-22 11:30, , 61, 1497.42775957747, 1512.388801616846, 1504.271669043355, 1636.2016179039583, 1372.3417201827515, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0062, 2024-10-28 10:30, , 62, 1369.5864437677765, 1483.828330047032, 1504.271669043355, 1636.2016179039938, 1372.341720182716, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0063, 2024-10-29 13:30, , 63, 1664.8247594667469, 1520.0276159309751, 1504.271669043355, 1636.2016179040168, 1372.341720182693, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0064, 2024-10-31 15:30, , 64, 1433.8748358039138, 1502.797059905563, 1504.271669043355, 1636.2016179040313, 1372.3417201826785, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0065, 2024-11-11 12:30, , 65, 1723.4077993722326, 1546.9192077988969, 1504.271669043355, 1636.2016179040406, 1372.3417201826692, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0066, 2024-11-14 16:30, , 66, 1496.7384112476923, 1536.8830484886562, 1504.271669043355, 1636.2016179040468, 1372.341720182663, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0068, 2024-12-01 10:30, , 67, 1338.9239274764861, 1497.2912242862224, 1504.271669043355, 1636.2016179040506, 1372.3417201826592, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0067, 2024-12-01 16:30, , 68, 1264.0189835226215, 1450.6367761335023, 1504.271669043355, 1636.201617904053, 1372.341720182657, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0069, 2024-12-02 11:30, , 69, 1588.6794641733838, 1478.2453137414786, 1504.271669043355, 1636.2016179040545, 1372.3417201826553, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0070, 2024-12-11 11:30, , 70, 1579.9712194103834, 1498.5904948752598, 1504.271669043355, 1636.2016179040556, 1372.3417201826542, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0071, 2024-12-26 11:30, , 71, 1660.185113861456, 1530.9094186724992, 1504.271669043355, 1636.201617904056, 1372.3417201826537, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0072, 2024-12-30 14:30, , 72, 1639.576708637117, 1552.642876665423, 1504.271669043355, 1636.2016179040565, 1372.3417201826533, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0073, 2025-01-12 13:30, , 73, 1693.7575110311425, 1580.865803538567, 1504.271669043355, 1636.201617904057, 1372.3417201826528, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0074, 2025-01-20 11:30, , 74, 1331.9558656919164, 1531.0838159692369, 1504.271669043355, 1636.201617904057, 1372.3417201826528, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0075, 2025-01-31 13:30, , 75, 1383.9662597966114, 1501.6603047347119, 1504.271669043355, 1636.2016179040572, 1372.3417201826526, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0076, 2025-02-04 11:30, , 76, 1503.0040987875684, 1501.929063545283, 1504.271669043355, 1636.2016179040572, 1372.3417201826526, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0077, 2025-02-07 12:30, , 77, 1633.92398218872, 1528.3280472739705, 1504.271669043355, 1636.2016179040572, 1372.3417201826526, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0078, 2025-02-23 13:30, , 78, 1597.2989769543535, 1542.1222332100472, 1504.271669043355, 1636.2016179040572, 1372.3417201826526, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0079, 2025-02-24 11:30, , 79, 1412.396045184931, 1516.176995605024, 1504.271669043355, 1636.2016179040572, 1372.3417201826526, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0080, 2025-02-28 16:30, , 80, 1431.3240312402809, 1499.2064027320755, 1504.271669043355, 1636.2016179040572, 1372.3417201826526, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0081, 2025-03-01 10:30, , 81, 1574.3533370424852, 1514.2357895941577, 1504.271669043355, 1636.2016179040575, 1372.3417201826524, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0082, 2025-03-03 13:30, , 82, 1502.6822190438481, 1511.925075484096, 1504.271669043355, 1636.2016179040575, 1372.3417201826524, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0083, 2025-03-03 16:30, , 83, 1536.798624143158, 1516.8997852159084, 1504.271669043355, 1636.2016179040575, 1372.3417201826524, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0084, 2025-03-07 16:30, , 84, 1414.988138838142, 1496.5174559403554, 1504.271669043355, 1636.2016179040575, 1372.3417201826524, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0085, 2025-03-11 16:30, , 85, 1491.9468195516613, 1495.6033286626166, 1504.271669043355, 1636.2016179040575, 1372.3417201826524, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0086, 2025-03-13 14:30, , 86, 1443.3351957989098, 1485.1497020898753, 1504.271669043355, 1636.2016179040575, 1372.3417201826524, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0087, 2025-03-16 10:30, , 87, 1725.7963692386923, 1533.2790355196387, 1504.271669043355, 1636.2016179040575, 1372.3417201826524, , , , extracted 2023-11-20, , , B-M1, ewma, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
