experiment, date, instrument, operator, firmware, software, block_cycles, run_minutes, edit_delay, bg_median.x1-m1, bg_median.x2-m2, plateau_median.x1-m1, plateau_median.x2-m2, heat_rate, cool_rate, transition.95→60 °C, transition.60→95 °C, led_current, led_junction, zone_spread, cover_temp, heatsink_max, exposure.x5-m5, exposure.x3-m3, exposure.x2-m3, exposure.x3-m4, exposure.x4-m4, exposure.x2-m2, exposure.x1-m2, exposure.x1-m1, wheel_ms, wheel_slow.bad, wheel_slow.n, encoder.emission, encoder.excitation, cam_overhead.mean, cam_overhead.sd, cam_overhead.n, cover_down, cover_up, cmd_rt, tick_late, catch_up.count, catch_up.exposure, img_proc, runtime_err, log_errors.count, cycle_sd, handoff_min, saturation.bad, saturation.n, calib_background, calib_roi, calib_uniformity, ct_mismatch.bad, ct_mismatch.n, action_rate.bad, action_rate.n, late_rate.bad, late_rate.n, call_disagree.bad, call_disagree.n, low_conf.bad, low_conf.n, rep_sd, rowcol, rox_level, rox_cv, manual_rate.bad, manual_rate.n, copied.count, findings.count
DEMO_QSA_HIST_0011, 2024-06-28 12:30, QS · QS-DEMO-A, operator-81023fd5, 7, QuantStudio 3 and 5 Software 1.6.1, 34174, 89.77123075368736, 3.4154732795376304, 1.0133044796398083, 1.0151655713460113, 5.490838371891391, 2.4042785116155394, 2.8377012381505082, 2.8333298890095744, 12.268526354229087, 12.3145521612891, 0.5507478104692591, 76.9481379143008, 0.39949947851930034, 105.6077901789374, 42.12075281624099, 661.7758855455648, 299.3054373486751, 301.1733328508655, 395.6063811039102, 400.2270756000063, 301.08296850003745, 304.19367651519013, 440.63181021351676, 300.97946049480186, 0, 320, 0, 0, 470.6517150465837, 37.63520787089789, 644.3836758102264, 9.729082243391627, 5.3071560758528555, 19.212748582909285, 34.16212653401636, 269.2921391836897, 0.5574371241826124, 7653.846488885972, 8.479750739236703, 0, 145.30645703087157, 10070.696651601294, 17, 7680, 2612.148387227493, 35.745187149138445, 1.1584097856252589, 0, 66, 0, 10, 0, 10, 0, 66, 0, 66, 0.10091333340448749, 0.1147454343646234, 177454.241929833, 6.837580866401081, 1, 70, 0, 1
DEMO_QSA_HIST_0012, 2024-07-01 14:30, QS · QS-DEMO-A, operator-96fc0cae, 7, QuantStudio 3 and 5 Software 1.6.1, 34246, 90.5496878041555, 2.6474729153621155, 0.9925549095484641, 0.9875495165618182, 5.157190985738343, 2.36621604028383, 2.8248243182241217, 2.898856137371642, 12.176978541565935, 12.1545147741003, 0.5537273036086524, 78.79515394412414, 0.3841970159040459, 103.26563302302559, 41.09653475747924, 662.5782924578258, 301.4263789023731, 296.2616218862449, 397.52810470081437, 399.34859357420254, 293.64071966342186, 303.4892005774365, 459.35022782602846, 299.93786230419033, 0, 320, 0, 0, 471.45123088398776, 35.71095782584538, 641.5813221490921, 9.641087748192515, 5.2066315734827, 18.09944535779819, 33.8213710042115, 266.55654303019105, 0.5503671848648052, 7538.435058748569, 8.49127514702632, 1, 145.50877429314048, 10053.46863291162, 14, 7680, 2567.7272826660273, 35.60256398645139, 1.1516191354429244, 0, 66, 0, 10, 0, 10, 0, 66, 0, 66, 0.08828013051721427, 0.10825362129195039, 174050.31111424346, 6.867169986634822, 0, 70, 0, 1
DEMO_QSA_HIST_0013, 2024-07-15 13:30, QS · QS-DEMO-A, operator-96fc0cae, 7, QuantStudio 3 and 5 Software 1.6.1, 34571, 89.54885305217087, 3.052740856067412, 0.9857086991834138, 0.9910925283768315, 5.31060191033054, 2.429545497884024, 2.79972135543845, 2.837494548335495, 12.101153144367467, 12.269851104297489, 0.5559127398749628, 76.9743732250024, 0.3846005972175236, 105.59948847925136, 41.96217882017869, 663.6235635926836, 299.94398368215, 301.46738731647133, 396.02516187026, 399.54319724266105, 295.12504829880083, 301.9771620644316, 452.4543649936519, 297.0685401079414, 2, 320, 0, 0, 470.14471091931756, 37.169445010678174, 643.5406531578772, 9.693408774081202, 5.251682704593536, 18.98205846803419, 34.0080591270143, 273.93825063554414, 0.5472640679540627, 7631.193365635616, 8.582170034744593, 6, 148.52574525389662, 9997.199479436997, 17, 7680, 2586.3720414910067, 36.03057961208769, 1.1431316219549692, 0, 66, 0, 10, 0, 10, 0, 66, 0, 66, 0.12758728661141394, 0.0807776138498726, 171958.77275167633, 6.840145512017091, 0, 70, 1, 1
DEMO_QSA_HIST_0014, 2024-07-16 14:30, QS · QS-DEMO-A, operator-96fc0cae, 7, QuantStudio 3 and 5 Software 1.6.1, 34595, 90.25750814017218, 3.4674186262352045, 1.0157790209774002, 0.9902538138682636, 5.32311002234933, 2.459150201998197, 2.8528479319641793, 2.8330658485925313, 12.188372039682166, 12.1562699753515, 0.5601076468867328, 77.9084111597355, 0.38635792751402837, 103.51397118328829, 41.42847436157059, 652.9953615511091, 303.4728036195276, 297.9264869888777, 394.08259087215913, 398.0701255061472, 298.89633446213713, 305.17424098995264, 449.29402937291104, 299.0942388695121, 1, 320, 0, 0, 468.48044873354445, 36.458123455533496, 634.3139786500544, 9.80367022500716, 5.288787661069093, 19.381734666066624, 34.51597101789498, 269.8314499007751, 0.5639198935225596, 7654.2618983977345, 8.530872411174203, 0, 147.15131243142875, 10125.931098243193, 18, 7680, 2491.4724919672235, 35.58430040959315, 1.1474965625375686, 0, 66, 0, 10, 0, 10, 0, 66, 0, 66, 0.14047786667240048, 0.07706330170424709, 178226.9891137847, 6.818425133073682, 1, 70, 1, 1
DEMO_QSA_HIST_0015, 2024-07-30 11:30, QS · QS-DEMO-A, operator-538c64e4, 7, QuantStudio 3 and 5 Software 1.6.1, 34918, 89.49380752577326, 2.6242618200906844, 0.995920956737354, 0.9997162863731844, 5.272188838183096, 2.335405699924462, 2.8597977202891944, 2.8799025187131413, 12.122059809277888, 12.47018277217318, 0.5572983183663544, 77.19431845937065, 0.3877176489371661, 103.72276601922553, 41.48559670318603, 657.0188704217499, 302.6130272457791, 304.93382163532226, 406.7078464413424, 410.3276309115057, 301.02915515424166, 302.6073571209027, 446.3019288577014, 300.43056345107817, 1, 320, 0, 0, 464.0368602787001, 36.166745171927, 629.2531379926343, 9.66900671630494, 5.085300904181852, 23.353171530351073, 33.94970010029675, 269.0586456002715, 0.5531236746596804, 7461.681472893215, 8.469448412011179, 0, 146.17859982135604, 10025.541433406608, 16, 7680, 2610.075805893427, 35.330615854016514, 1.1407228028735814, 0, 66, 0, 10, 0, 10, 0, 66, 0, 66, 0.08987174788534494, 0.10650997103576856, 176235.00620193707, 6.7294624382568555, 0, 70, 0, 2
DEMO_QSA_HIST_0016, 2024-08-01 13:30, QS · QS-DEMO-A, operator-81023fd5, 7, QuantStudio 3 and 5 Software 1.6.1, 34967, 89.51958918280674, 3.146344753887106, 1.0036114054360277, 1.0051765421815275, 5.260569056472379, 2.3356749623081092, 2.7997933203016463, 2.8993842242490895, 12.045389466637214, 12.276310998485835, 0.5553523480899287, 77.41528648209822, 0.4017527332067648, 104.99084141396995, 41.72279995295386, 655.5986318898739, 302.608811583477, 300.1206226201254, 402.7920876942278, 399.94103607420186, 299.24624924427474, 297.4475342149412, 449.12359641145304, 295.9725509493083, 1, 320, 0, 0, 459.32690341080803, 35.958334404383656, 633.4432768928136, 9.729233817212119, 5.234721121880439, 21.405705054014636, 33.91332546866958, 269.69071566315887, 0.5568821031980823, 7603.559939950067, 8.494290914415554, 0, 147.3091661139914, 10112.30293959788, 12, 7680, 2588.473036128548, 35.80209369636904, 1.1462436329172627, 0, 66, 0, 10, 0, 10, 0, 66, 1, 66, 0.09745272903658789, 0.10545757691014641, 174167.3302931346, 6.704731092395315, 2, 70, 0, 0
DEMO_QSA_HIST_0017, 2024-08-03 16:30, QS · QS-DEMO-A, operator-538c64e4, 7, QuantStudio 3 and 5 Software 1.6.1, 35016, 88.4716494404671, 3.5058534621094775, 0.9882634066370469, 1.0108498893661935, 5.3240860776282535, 2.3590660854615217, 2.815282875421421, 2.85406800877793, 11.983720109538377, 12.206493899783954, 0.5557692910196316, 78.00768970580334, 0.3694618328851205, 105.4975554422386, 42.53752553893108, 671.4447085071447, 301.250500257964, 300.21327555741124, 404.06372052589165, 400.8531230433806, 302.8066336065821, 299.69015643171286, 446.1277179487016, 305.26471229795527, 2, 320, 0, 0, 470.51902079191916, 38.04093029243634, 638.3863855371038, 9.74364731389907, 5.356481623101072, 19.067890093446543, 34.425400582469756, 273.7708510919368, 0.5460497395438146, 7578.464758900863, 8.541310965469464, 1, 147.39069432812502, 10161.832544640232, 10, 7680, 2602.4679615713867, 35.87423143977487, 1.1541326622390191, 1, 66, 0, 10, 0, 10, 0, 66, 0, 66, 0.0992522746378378, 0.11560890040905997, 175112.52656220362, 6.72904088203771, 1, 70, 0, 2
DEMO_QSA_HIST_0018, 2024-08-04 14:30, QS · QS-DEMO-A, operator-81023fd5, 7, QuantStudio 3 and 5 Software 1.6.1, 35037, 90.60814511492309, 2.623519773160151, 1.0096142949827158, 1.0071134380166762, 5.277126848856849, 2.4206677224421673, 2.8253775820741094, 2.826016271380081, 12.160735031335394, 12.222273222144416, 0.5535636215030313, 77.81863752226018, 0.4032853725347102, 104.95492590052957, 41.96730086924278, 663.7447317828479, 297.66091631144286, 296.878635400304, 400.93844136853124, 399.8824433737964, 297.8482758302794, 305.5272138478928, 458.73757127801935, 299.50205781712606, 0, 320, 0, 0, 475.11685248265735, 36.187090045799025, 634.116631395491, 9.715267941214087, 5.255179447731933, 20.266789811263706, 33.57153365424671, 269.03708828917576, 0.5555401080263278, 7597.0505055835365, 8.619348984888623, 0, 146.57902722825872, 10098.080117941476, 21, 7680, 2598.2501313880894, 35.4528858717175, 1.1362373047804575, 0, 66, 0, 10, 0, 10, 1, 66, 0, 66, 0.08766755515509861, 0.104208526765292, 177451.29064150204, 6.823166495869422, 0, 70, 0, 0
DEMO_QSA_HIST_0019, 2024-08-08 16:30, QS · QS-DEMO-A, operator-81023fd5, 7, QuantStudio 3 and 5 Software 1.6.1, 35132, 90.84062592362845, 3.3613968598980617, 0.9965999146522639, 1.0108508758663743, 5.415737326421462, 2.3503839384416163, 2.823805104623139, 2.824764794430221, 12.204747571272742, 12.2856939594667, 0.5565893395313407, 77.64885895512057, 0.37784093619747533, 106.20066532177194, 41.49794338352093, 665.050148834511, 300.67831726696164, 298.31484657382407, 399.4977591770094, 395.66396248348696, 299.91482789043687, 306.0732440073128, 446.7886003493745, 302.22084537517947, 1, 320, 0, 0, 461.24334596547357, 33.105756137997936, 635.0720268628457, 9.73933964228899, 5.3582003187194145, 19.97236390277102, 34.097734789889806, 273.6678340250223, 0.5538400731165941, 7675.297675197757, 8.582081505028489, 1, 147.83778747428403, 9959.334593362371, 14, 7680, 2594.1930483432, 36.241734709733194, 1.1401043453834192, 0, 66, 0, 10, 0, 10, 0, 66, 0, 66, 0.10147542163699308, 0.09306515757622705, 174796.14047906408, 6.809161376933203, 0, 70, 0, 3
DEMO_QSA_HIST_0020, 2024-08-16 11:30, QS · QS-DEMO-A, operator-96fc0cae, 7, QuantStudio 3 and 5 Software 1.6.1, 35314, 89.8632397353057, 3.3568896389851397, 0.9731386076051616, 1.0276549535430488, 5.36397787347044, 2.3939977938269426, 2.801294546939016, 2.86213740366656, 11.972308898970642, 12.112640614272618, 0.5603232800139659, 77.43700322715706, 0.3700293654706848, 104.91351382260501, 41.96725912990872, 670.482188331096, 301.7369086683818, 307.61733143837057, 392.8276491993757, 398.71582915263184, 300.83613351577196, 299.5054525881549, 448.9339456068607, 296.50317621955674, 0, 320, 0, 0, 470.76362653199067, 36.456892275891896, 631.2782226196971, 9.730757655309457, 5.312396882723692, 21.107958172604707, 33.71906068271332, 265.93511277557064, 0.5424370319551557, 7653.834570747618, 8.51716885606651, 0, 148.4517915884373, 10073.918426051232, 19, 7680, 2631.1932003720563, 34.992586138901885, 1.15351845200278, 0, 66, 0, 10, 0, 10, 1, 66, 0, 66, 0.11669332644611863, 0.07925463413839662, 174502.4129320259, 6.742327140778784, 0, 70, 0, 2
DEMO_QSA_HIST_0021, 2024-08-19 15:30, QS · QS-DEMO-A, operator-81023fd5, 7, QuantStudio 3 and 5 Software 1.6.1, 35387, 88.69517042190762, 3.546590438162307, 0.9977269865731042, 1.0212313508700839, 5.3745251606818485, 2.376491806846462, 2.8157712532673775, 2.8753687713964506, 12.065206419638164, 12.153044339394846, 0.5568216514518862, 77.90170997436007, 0.447877260019417, 104.48067278144875, 42.915244255839866, 662.258352958792, 292.6119744105475, 299.8895579346385, 399.49272322701745, 403.03648010377486, 300.5791620843733, 298.74116592326516, 448.2141266077371, 299.30162360855, 3, 320, 0, 0, 459.92343530280823, 35.47657550984323, 646.1173560735443, 9.685022963437977, 5.391683356179534, 20.438941267031016, 34.2603479501499, 275.13674486473707, 0.550325240491822, 7591.092172297857, 8.60175277091578, 0, 143.57001329312206, 9928.08195441994, 16, 7680, 2566.8282410195043, 35.68403439737522, 1.1464546559008508, 0, 66, 0, 10, 0, 10, 1, 66, 0, 66, 0.12208055563949087, 0.10131466567426611, 173229.259765739, 6.784097078838028, 0, 70, 0, 2
DEMO_QSA_HIST_0022, 2024-08-25 12:30, QS · QS-DEMO-A, operator-538c64e4, 7, QuantStudio 3 and 5 Software 1.6.1, 35524, 88.52858361953287, 3.505499013711604, 1.0055129576843702, 0.9987882484683298, 5.26340907510578, 2.3920740655089974, 2.771016170936904, 2.836329660664164, 12.031023453800707, 12.10242052956902, 0.5581759573783904, 78.00687318124787, 0.3765354270118738, 104.46961051390373, 42.296056229980714, 662.3385870932466, 296.813188393881, 301.521411412094, 401.95133453920863, 391.2550242340242, 291.77667139583525, 296.02316076339565, 447.8087171576085, 301.30962534658977, 0, 320, 0, 0, 467.5418562087968, 35.54704031251945, 630.8167421387053, 9.762985087196373, 5.332089946899166, 20.595361671186655, 33.49497261314639, 272.72829342988695, 0.5644774712477711, 7414.550242642571, 8.400370852252276, 0, 147.77939663455385, 9942.230039709599, 20, 7680, 2561.19451863831, 34.7441742957637, 1.1636969875092524, 0, 66, 0, 10, 0, 10, 1, 66, 0, 66, 0.12068698479887947, 0.09766887376187998, 176124.26837330213, 6.766683736553794, 0, 70, 1, 1
DEMO_QSA_HIST_0023, 2024-08-31 17:30, QS · QS-DEMO-A, operator-538c64e4, 7, QuantStudio 3 and 5 Software 1.6.1, 35669, 90.23777363348997, 3.6477588534101213, 0.9932105792232949, 0.9966010675039074, 5.438557611316178, 2.3860294165640785, 2.8113864089358818, 2.861395928944456, 12.100989008719493, 12.260058391569316, 0.5576215851978904, 77.64002533929315, 0.3910114033250609, 106.08550474754013, 41.64747882827775, 656.8528561843699, 297.31822030869785, 299.881772072851, 399.2267304452, 406.02537990494716, 297.7982623918602, 303.9543828062074, 451.49385288308656, 299.4711523660686, 2, 320, 0, 0, 471.69545572147706, 34.219952610058236, 628.2057781461133, 9.794979696084425, 5.167457026866362, 22.07794893839374, 33.763339235534886, 269.3228663301529, 0.5515661407878356, 7836.501164903395, 8.513648596449684, 0, 145.09699001519883, 10092.168145470632, 17, 7680, 2558.3462177243905, 35.59419658427747, 1.156395277905293, 0, 66, 0, 10, 0, 10, 0, 66, 0, 66, 0.12469960810635827, 0.13767813635761691, 174207.86873630687, 6.884405701897855, 1, 70, 0, 2
