experiment, date, instrument, operator, firmware, software, block_cycles, run_minutes, edit_delay, bg_median.x4-m4, bg_median.x1-m1, bg_median.x2-m2, bg_median.x3-m3, plateau_median.x4-m4, plateau_median.x1-m1, plateau_median.x2-m2, plateau_median.x3-m3, heat_rate, cool_rate, transition.60→95 °C, transition.95→60 °C, led_current, led_junction, zone_spread, cover_temp, heatsink_max, exposure.x5-m5, exposure.x3-m3, exposure.x2-m3, exposure.x3-m4, exposure.x4-m4, exposure.x2-m2, exposure.x1-m2, exposure.x1-m1, wheel_ms, wheel_slow.bad, wheel_slow.n, encoder.emission, encoder.excitation, cam_overhead.mean, cam_overhead.sd, cam_overhead.n, cover_down, cover_up, cmd_rt, tick_late, catch_up.count, catch_up.exposure, img_proc, runtime_err, log_errors.count, cycle_sd, handoff_min, saturation.bad, saturation.n, calib_uniformity, calib_roi, calib_background, ct_mismatch.bad, ct_mismatch.n, action_rate.bad, action_rate.n, late_rate.bad, late_rate.n, low_conf.bad, low_conf.n, rep_sd, rowcol, rox_level, rox_cv, manual_rate.bad, manual_rate.n, copied.count, findings.count
DEMO_QSB_HIST_0011, 2025-09-19 17:30, QS · QS-DEMO-B, operator-96fc0cae, 7, QuantStudio 3 and 5 Software 1.0.0, 1872.0276491614395, 89.07347269148111, -1.99931681508793, 0.9737991523115036, 1.0047432269101797, 1.0049851189326058, 0.9935452230774817, 3.64128105102776, 18.97714452390703, 5.682661539994782, 5.848977237572111, 3.3162513835724914, 3.37069819303157, 10.32067979678191, 10.428558202748789, 0.5484736228660841, 75.40112680304664, 0.5864384095057936, 104.88748669180501, 40.32300037322242, 664.0558311477495, 300.40654792758875, 300.1318121218977, 398.92802618742365, 388.79244417719724, 300.51246341275095, 301.9008330318706, 455.9166314441752, 310.2746853640915, 0, 320, 0, 0, 469.2249457596527, 34.394187447450975, 644.7044943621565, 10.367710747919979, 5.4862091097292645, 163.27669134581186, 5.438829838450741, 70.56897632319165, 0.543955574381124, 4963.274689429066, 8.180249495110647, 0, 88.7520470302538, 4098.019566572859, 30, 7680, 1.1576547897410263, 35.721994074531494, 2594.233177992535, 1, 384, 0, 4, 0, 4, 1, 384, 0.13863101736562025, 0.052339562192937505, 150378.66082192343, 8.59485123175419, 2, 392, 1, 2
DEMO_QSB_HIST_0012, 2025-09-28 13:30, QS · QS-DEMO-B, operator-81023fd5, 7, QuantStudio 3 and 5 Software 1.0.0, 1690.114243157327, 90.59969482203745, -1.9830862630851231, 1.0160901738678234, 0.9927034436192936, 0.9935713044022854, 0.9973656764421772, 3.7851948409099654, 19.35895029929627, 5.596522653752198, 5.7246987854294495, 3.3457341520823114, 3.355798331758681, 10.516711439112509, 10.247287279003016, 0.5466834295396071, 75.73759624744369, 0.5848006672761107, 104.6278769711594, 39.760352882030624, 657.5074436507638, 301.0466679357359, 303.8020752200833, 401.8586953571808, 404.042135539646, 300.24193719383925, 305.07473169909053, 450.2401135667286, 305.55589067976143, 1, 320, 0, 0, 466.6458939113259, 35.871336125729, 639.1406051817303, 10.342206057488154, 5.278818330202632, 174.66659384707856, 5.522800302285821, 70.63455319159942, 0.5612271816573794, 4929.454891901213, 8.090074303591646, 0, 89.5514990381519, 4099.908183300983, 49, 7680, 1.1900800565751042, 35.645936313406004, 2657.5936742839554, 0, 384, 0, 4, 0, 4, 3, 384, 0.09993980274129685, 0.04105610068379898, 151362.8456524082, 8.663211672049508, 0, 392, 1, 3
DEMO_QSB_HIST_0013, 2025-09-28 12:30, QS · QS-DEMO-B, operator-538c64e4, 7, QuantStudio 3 and 5 Software 1.0.0, 1785.5774069849517, 91.95128759260454, -1.9998959568647376, 0.99381109514112, 0.9873337889944812, 0.9814779282238418, 0.9953987289259522, 3.7164790054987176, 19.05259357842884, 5.69677341906058, 5.893586786054346, 3.31497667288274, 3.3155229567221873, 10.47485111366639, 10.221115098471712, 0.5490339412696049, 76.61973930787718, 0.5950370425398605, 104.21453697738899, 39.897265268881846, 655.719362296393, 302.29260205665025, 300.37897467073606, 399.8968098510244, 397.764894337618, 301.1536046125719, 302.3190847991152, 461.97394121212744, 306.26339333838206, 0, 320, 0, 0, 460.17683388481856, 33.95358150462709, 646.3248864683522, 10.26950717671962, 5.381355841662536, 177.99490736684993, 5.599525343963974, 71.12313654329135, 0.5507721303755133, 4938.858763009337, 8.146300277073822, 1, 86.32871827332121, 4133.145093483242, 53, 7680, 1.186431558902023, 35.91457965205425, 2597.869345267127, 1, 384, 0, 4, 0, 4, 1, 384, 0.14125418431105546, 0.07049088253543816, 150318.30947056285, 8.647127562416898, 1, 392, 0, 4
DEMO_QSB_HIST_0014, 2025-09-30 14:30, QS · QS-DEMO-B, operator-81023fd5, 7, QuantStudio 3 and 5 Software 1.0.0, 1742.8456857065894, 90.5707151129392, -2.0163163678887495, 1.0171541220179603, 1.0208572231754323, 0.9954375130215202, 1.0145280486301795, 3.671202217814942, 19.361450524835647, 5.7235317933848835, 5.985053345075727, 3.2300239983927805, 3.3263864778056607, 10.486635487303763, 10.199082602366863, 0.5490473073930034, 75.39647867709225, 0.5925762816073866, 103.9847467092422, 40.001669932684365, 667.7131724864408, 298.556055054912, 297.0630651720056, 393.35174869775534, 395.72128289210684, 298.2986077702144, 300.3330459695345, 446.4929744039143, 306.7560619616829, 0, 320, 0, 0, 467.5093315026311, 35.60809290598959, 633.1547266840155, 10.313533488692451, 5.397020914114083, 187.26291721395256, 5.4963027375915186, 70.32111861913904, 0.5503804747533304, 5020.395184142262, 8.242203849781305, 0, 88.26215191444619, 4071.121341276642, 56, 7680, 1.181608065517311, 35.9832235216172, 2588.4749579452327, 1, 384, 0, 4, 0, 4, 1, 384, 0.13198081677123727, 0.05528179544127549, 151111.11853728248, 8.618117348568603, 2, 392, 1, 2
DEMO_QSB_HIST_0015, 2025-10-24 16:30, QS · QS-DEMO-B, operator-81023fd5, 7, QuantStudio 3 and 5 Software 1.0.0, 1687.5928013458501, 91.08084214240662, -1.9886610551479553, 1.008818417224058, 1.0105063615190537, 1.027059167351262, 0.98412385535675, 3.702428822247514, 19.434262571509667, 5.79102020526297, 5.832405883766993, 3.292616278838838, 3.3396096278141583, 10.512634744112097, 10.203538317977808, 0.5515168766197637, 76.25588921920105, 0.5885229337706437, 104.21063588725205, 40.299484597893425, 660.6285500256471, 306.9586550207053, 301.031692622266, 403.74798434188125, 402.86177306577366, 301.74995393888497, 299.36499165729464, 444.6196116229716, 307.75339337869866, 2, 320, 0, 0, 468.4101406642325, 36.08083302073515, 651.3018210453038, 10.280360953186994, 5.411206740659103, 189.6818723052382, 5.562188265720692, 69.54252679976607, 0.5511461833667274, 4922.5371440051895, 8.108977958914913, 1, 88.0959107944959, 4026.332138817398, 50, 7680, 1.200624469438406, 35.52329350445366, 2625.7190473047076, 0, 384, 0, 4, 0, 4, 0, 384, 0.13550910689060758, 0.055316149286823574, 155176.46824606266, 8.586904034748152, 1, 392, 0, 0
DEMO_QSB_HIST_0016, 2025-10-27 14:30, QS · QS-DEMO-B, operator-81023fd5, 7, QuantStudio 3 and 5 Software 1.0.0, 1797.6476602920482, 88.78208881693233, -2.0107594512841085, 1.0034007028519696, 0.9890793446066027, 0.9853506706849006, 1.0011156870839562, 3.612754193981473, 19.555304689646615, 5.7206966425653745, 5.799365118170286, 3.2787161354193395, 3.3409478133995387, 10.432013200622006, 10.556192050624382, 0.5497261672671988, 75.84272851263985, 0.595397188769032, 102.95743764447938, 40.42566212085701, 656.9455080096957, 300.6060443168035, 301.7312086723808, 401.89732981377153, 403.6246393548759, 302.0356797997815, 299.3889487959383, 448.055165107651, 305.03826235323646, 1, 320, 0, 0, 470.19092808467377, 34.227558739838535, 639.188266787773, 10.22896628277537, 5.368161437377191, 175.49730540296775, 5.443555148625478, 70.00933588736228, 0.5501077027590241, 4933.796178407078, 8.231567329880196, 0, 88.68812731193172, 4071.5860315032655, 40, 7680, 1.1633062874123457, 35.200361327520014, 2593.0337117252698, 0, 384, 0, 4, 1, 4, 0, 384, 0.14487460997653234, 0.07112850780386613, 152976.4936896293, 8.454102384717489, 1, 392, 1, 4
DEMO_QSB_HIST_0017, 2025-11-17 10:30, QS · QS-DEMO-B, operator-538c64e4, 7, QuantStudio 3 and 5 Software 1.0.0, 1902.8593625068074, 89.19093731961127, -1.9676143479311572, 1.001211524477861, 1.0080027816337374, 1.0027369313698205, 1.0119053663373487, 3.7993730995697272, 19.167009539409523, 5.636163585917512, 5.7719336773118926, 3.2881454806728274, 3.3380886327202086, 10.37903714122004, 10.230574885069675, 0.5549360302114063, 75.97383894473697, 0.60671494561713, 106.22618708104363, 40.4158936915202, 655.6736660670707, 302.92725766230893, 298.990720650545, 388.6382624309726, 392.9242866922421, 301.569209305231, 301.699193414581, 449.91529458264694, 308.6239612668216, 0, 320, 0, 0, 467.3365819550048, 35.48563516500336, 646.0864366990868, 10.33035739352855, 5.413474710040612, 164.09334106642814, 5.486671547910017, 71.23852234025102, 0.5446134795711293, 4940.6819271473905, 8.120743491462296, 0, 88.08316282212378, 4091.886202691974, 42, 7680, 1.179991904038307, 35.05204304940246, 2562.4308272906474, 0, 384, 0, 4, 0, 4, 0, 384, 0.13837270227715068, 0.053119716643115863, 150173.97876641212, 8.689808417130092, 1, 392, 1, 2
DEMO_QSB_HIST_0018, 2025-11-26 15:30, QS · QS-DEMO-B, operator-96fc0cae, 7, QuantStudio 3 and 5 Software 1.0.0, 1791.024525294544, 88.18098914926522, -2.0242401748721597, 0.9925812323709229, 1.0006503059451055, 0.9875790886517848, 0.9910678656310984, 3.695602635827488, 19.494769972412172, 5.718375742532666, 5.758762007180682, 3.201264795352369, 3.3555233803954385, 10.430763610438879, 10.099067182438297, 0.5497537268522433, 75.80093034366779, 0.6036281189024043, 103.4770724570567, 39.56747636812797, 667.1605697175775, 295.5907792596026, 300.4428908471106, 403.8209058416947, 398.8172574597007, 300.88741493163786, 298.5431152424679, 457.01796089928183, 303.8701737775994, 0, 320, 0, 0, 473.37219267143666, 34.75923450238345, 651.2189333227216, 10.272549709089684, 5.384329756288196, 177.81243397235534, 5.434724447310398, 71.12826855465075, 0.5432661063241976, 4934.634707131499, 8.225661233473502, 0, 87.36393448480975, 3989.9832718041553, 35, 7680, 1.1869257328117344, 35.17440947148931, 2632.9757021056994, 0, 384, 0, 4, 0, 4, 1, 384, 0.14134476724848558, 0.06981374791963474, 148666.20754457975, 8.313229014087355, 0, 392, 0, 3
DEMO_QSB_HIST_0019, 2025-11-29 15:30, QS · QS-DEMO-B, operator-538c64e4, 7, QuantStudio 3 and 5 Software 1.0.0, 1914.5010026978428, 92.79106728083178, -2.0073393696960777, 0.9896048771765672, 0.9889089861044005, 1.0286590915765923, 1.0075603588306339, 3.6746608999399815, 19.50531612061605, 5.602575204820443, 5.795054467910685, 3.216569110682502, 3.375930398132059, 10.341848295571564, 10.250598984438444, 0.550706660956364, 76.82982340470039, 0.5924464545754822, 106.24480354053385, 38.84746345536616, 672.6805057226082, 300.2659453563403, 294.68791973362954, 402.4404765984266, 399.321683613581, 298.5201345395181, 300.89978618294657, 445.4214503174674, 305.61871542353674, 0, 320, 0, 0, 470.7695656238328, 35.01507430636367, 642.4065375340056, 10.269794695559074, 5.394710130276539, 178.73808443782886, 5.482963065295187, 70.2244286643412, 0.5580906351500778, 4944.726635955262, 8.358363203352216, 0, 88.13013763760122, 4072.4919723339412, 54, 7680, 1.1769847696922713, 35.24653551870967, 2588.2073610452157, 0, 384, 0, 4, 0, 4, 1, 384, 0.1383189320885192, 0.04499421557778311, 151535.9126583275, 8.390311739225533, 1, 392, 0, 3
DEMO_QSB_HIST_0020, 2025-12-02 13:30, QS · QS-DEMO-B, operator-538c64e4, 7, QuantStudio 3 and 5 Software 1.0.0, 1742.271059767471, 87.5851712696641, -1.9835827000864235, 0.9966562607587418, 1.0183445282040438, 1.0135439804648578, 0.9963757258975994, 3.6748162205366053, 19.53259266161152, 5.817482331752749, 5.815386172342307, 3.3167127226784556, 3.3762566496073996, 10.438862691189726, 10.139540592952729, 0.5515841991824725, 76.17418210660698, 0.5901659172487008, 103.58666742794493, 39.72213639481201, 665.5151205252312, 293.53585201534605, 305.69761063886085, 402.721646208454, 400.22616558146257, 301.92604833377726, 308.3229512137191, 450.35757591886335, 307.80541073604473, 0, 320, 0, 0, 469.78377818872775, 36.092269854252464, 635.6445317455101, 10.361759249525972, 5.38131076645291, 187.35553907000642, 5.429718356485297, 71.11966091729057, 0.5609005299475417, 4891.981884239921, 8.245022557781558, 0, 88.44612976349896, 4048.999265724901, 47, 7680, 1.17953304530413, 35.234632438578736, 2693.008756153891, 0, 384, 0, 4, 0, 4, 1, 384, 0.1340451706255575, 0.054606457705944265, 153575.67123365693, 8.541618401597836, 0, 392, 0, 4
DEMO_QSB_HIST_0021, 2025-12-13 15:30, QS · QS-DEMO-B, operator-96fc0cae, 7, QuantStudio 3 and 5 Software 1.0.0, 1826.612497250674, 90.2346801085615, -1.9768637984794653, 0.9877260230065897, 1.0018502059967709, 1.004328978201123, 1.0083935978879497, 3.6779353334867904, 19.37681108569414, 5.724865026827196, 5.824802243910057, 3.267895210043286, 3.343505857081225, 10.471699019760047, 10.136255343145672, 0.5493602368823588, 76.1980487813326, 0.5868943778211458, 105.12205473992245, 40.035283505370906, 658.8097471556177, 303.5262817500428, 296.4755567701684, 398.129189104855, 403.8866278876344, 295.6483360464965, 303.71173138300003, 445.5337006546049, 309.8384273118906, 0, 320, 0, 0, 471.18682182844793, 37.42363059267952, 641.6628743803086, 10.282633013762743, 5.390177644331934, 172.2703831008218, 5.449800210258285, 70.32920474621561, 0.5490770568816585, 4992.937867752433, 8.079023858488377, 0, 88.56680335852118, 4044.100144013598, 36, 7680, 1.1844395521095075, 34.75506012972382, 2617.6973105920806, 1, 384, 1, 4, 0, 4, 0, 384, 0.13865910977516388, 0.04202973776907072, 152069.7004518163, 8.526014903739037, 1, 392, 1, 4
