experiment, date, operator, x, value, plotted, centre, ucl, lcl, s, direction, signal, extract, flags, baseline, chart, type, variant, sop_sha256
DEMO_LC1_HIST_0001, 2024-01-08 15:30, , 1, 1488.2565964919825, 1519.0150581553348, 1526.704673571173, 1595.248908049628, 1458.1604390927182, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0017, 2024-03-18 11:30, , 17, 1525.7938673783317, 1542.7837784210365, 1526.704673571173, 1640.9160973161293, 1412.493249826217, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0018, 2024-03-20 10:30, , 18, 1480.109498283806, 1530.2489223935904, 1526.704673571173, 1640.9265263012937, 1412.4828208410524, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0019, 2024-03-23 10:30, , 19, 1350.277879605492, 1494.2547138359707, 1526.704673571173, 1640.933200352106, 1412.4761467902401, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0020, 2024-03-26 15:30, , 20, 1724.3393830331704, 1540.2716476754108, 1526.704673571173, 1640.9374715399897, 1412.4718756023565, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0021, 2024-04-02 16:30, , 21, 1481.244219288204, 1528.4661619979695, 1526.704673571173, 1640.9402050164265, 1412.4691421259197, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0022, 2024-04-03 11:30, , 22, 1507.9230172715015, 1524.357533052676, 1526.704673571173, 1640.9419544070206, 1412.4673927353256, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0023, 2024-04-17 12:30, , 23, 1321.23795386533, 1483.7336172152068, 1526.704673571173, 1640.9430740029418, 1412.4662731394044, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0024, 2024-05-06 11:30, , 24, 1427.0689542212986, 1472.4006846164252, 1526.704673571173, 1640.9437905385728, 1412.4655566037734, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0025, 2024-05-08 11:30, , 25, 1424.8072747407625, 1462.8820026412927, 1526.704673571173, 1640.9442491190182, 1412.465098023328, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0026, 2024-05-14 17:30, , 26, 1400.5418423700446, 1450.4139705870432, 1526.704673571173, 1640.9445426095372, 1412.464804532809, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0027, 2024-05-20 13:30, , 27, 1451.0054820334758, 1450.5322728763297, 1526.704673571173, 1640.9447304430737, 1412.4646166992725, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0028, 2024-05-26 11:30, , 28, 1661.814009381864, 1492.7886201774368, 1526.704673571173, 1640.944850656375, 1412.4644964859713, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0029, 2024-06-10 15:30, , 29, 1442.45892980164, 1482.7226821022773, 1526.704673571173, 1640.9449275928212, 1412.464419549525, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0030, 2024-06-12 12:30, , 30, 1313.4571561908406, 1448.86957691999, 1526.704673571173, 1640.9449768321197, 1412.4643703102265, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0031, 2024-06-19 13:30, , 31, 1480.086436111486, 1455.1129487582893, 1526.704673571173, 1640.9450083452596, 1412.4643387970866, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0033, 2024-06-20 14:30, , 32, 1526.346606670656, 1469.359680340763, 1526.704673571173, 1640.9450285136645, 1412.4643186286817, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0032, 2024-06-20 16:30, , 33, 1606.160013095874, 1496.7197468917852, 1526.704673571173, 1640.945041421442, 1412.4643057209041, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0034, 2024-06-26 12:30, , 34, 1612.8435763784285, 1519.944512789114, 1526.704673571173, 1640.9450496824186, 1412.4642974599276, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0035, 2024-06-26 15:30, , 35, 1310.0371377083745, 1477.9630377729663, 1526.704673571173, 1640.9450549694434, 1412.4642921729028, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0036, 2024-06-27 12:30, , 36, 1470.4754547174487, 1476.4655211618629, 1526.704673571173, 1640.9450583531393, 1412.4642887892069, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0037, 2024-06-29 16:30, , 37, 1741.9710896252136, 1529.566634854533, 1526.704673571173, 1640.9450605187044, 1412.4642866236418, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0038, 2024-07-03 15:30, , 38, 1445.4104153627848, 1512.7353909561834, 1526.704673571173, 1640.945061904666, 1412.46428523768, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0039, 2024-07-04 15:30, , 39, 1719.1703534854792, 1554.0223834620429, 1526.704673571173, 1640.9450627916817, 1412.4642843506645, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0040, 2024-07-07 14:30, , 40, 1517.7009684633665, 1546.7581004623075, 1526.704673571173, 1640.9450633593715, 1412.4642837829747, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0041, 2024-07-18 12:30, , 41, 1542.556772818201, 1545.9178349334863, 1526.704673571173, 1640.945063722693, 1412.4642834196532, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0042, 2024-07-30 17:30, , 42, 1432.4915277444743, 1523.2325734956842, 1526.704673571173, 1640.9450639552188, 1412.4642831871274, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0043, 2024-07-31 14:30, , 43, 1444.2797851251576, 1507.442015821579, 1526.704673571173, 1640.9450641040353, 1412.464283038311, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0045, 2024-08-01 14:30, , 44, 1583.140185874177, 1522.5816498320987, 1526.704673571173, 1640.945064199278, 1412.4642829430682, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0044, 2024-08-01 17:30, , 45, 1503.1677747372073, 1518.6988748131205, 1526.704673571173, 1640.945064260233, 1412.4642828821131, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0047, 2024-08-02 11:30, , 46, 1390.2472587520017, 1493.0085516008967, 1526.704673571173, 1640.9450642992445, 1412.4642828431017, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0046, 2024-08-02 12:30, , 47, 1748.3463697041398, 1544.0761152215453, 1526.704673571173, 1640.9450643242117, 1412.4642828181345, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0048, 2024-08-03 11:30, , 48, 1376.4619554506758, 1510.5532832673714, 1526.704673571173, 1640.9450643401908, 1412.4642828021554, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0049, 2024-08-09 16:30, , 49, 1448.7816788671248, 1498.1989623873221, 1526.704673571173, 1640.9450643504174, 1412.4642827919288, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0050, 2024-08-11 14:30, , 50, 1542.8173456402988, 1507.1226390379175, 1526.704673571173, 1640.9450643569623, 1412.4642827853838, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0051, 2024-08-20 13:30, , 51, 1394.9863902351224, 1484.6953892773586, 1526.704673571173, 1640.9450643611513, 1412.464282781195, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0052, 2024-08-27 14:30, , 52, 1505.2542674396032, 1488.8071649098076, 1526.704673571173, 1640.945064363832, 1412.4642827785142, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0053, 2024-09-03 14:30, , 53, 1513.2169442503334, 1493.6891207779129, 1526.704673571173, 1640.9450643655478, 1412.4642827767984, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0054, 2024-09-06 14:30, , 54, 1461.2549750257392, 1487.2022916274782, 1526.704673571173, 1640.945064366646, 1412.4642827757002, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0056, 2024-09-09 16:30, , 55, 1658.5795746030399, 1521.4777482225904, 1526.704673571173, 1640.9450643673486, 1412.4642827749976, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0055, 2024-09-09 17:30, , 56, 1513.9991701950255, 1519.9820326170775, 1526.704673571173, 1640.9450643677985, 1412.4642827745477, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0057, 2024-09-16 11:30, , 57, 1576.25014117872, 1531.2356543294059, 1526.704673571173, 1640.9450643680864, 1412.4642827742598, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0058, 2024-09-26 16:30, , 58, 1577.3816282077325, 1540.4648491050712, 1526.704673571173, 1640.9450643682706, 1412.4642827740756, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0059, 2024-09-29 16:30, , 59, 1571.7764846031275, 1546.7271762046826, 1526.704673571173, 1640.9450643683883, 1412.4642827739578, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0060, 2024-10-18 16:30, , 60, 1331.7980090580024, 1503.7413427753465, 1526.704673571173, 1640.9450643684638, 1412.4642827738824, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0061, 2024-10-22 11:30, , 61, 1620.964572715421, 1527.1859887633616, 1526.704673571173, 1640.9450643685122, 1412.464282773834, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0062, 2024-10-28 10:30, , 62, 1732.0932866008675, 1568.1674483308627, 1526.704673571173, 1640.9450643685432, 1412.464282773803, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0063, 2024-10-29 13:30, , 63, 1681.4837104138612, 1590.8307007474625, 1526.704673571173, 1640.9450643685627, 1412.4642827737835, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0064, 2024-10-31 15:30, , 64, 1382.0842098884514, 1549.0814025756604, 1526.704673571173, 1640.9450643685755, 1412.4642827737707, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0065, 2024-11-11 12:30, , 65, 1765.410754698473, 1592.3472730002231, 1526.704673571173, 1640.9450643685836, 1412.4642827737625, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0066, 2024-11-14 16:30, , 66, 1461.7470685211954, 1566.2272321044177, 1526.704673571173, 1640.9450643685889, 1412.4642827737573, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0068, 2024-12-01 10:30, , 67, 1549.983405067363, 1562.978466697007, 1526.704673571173, 1640.945064368592, 1412.4642827737541, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0067, 2024-12-01 16:30, , 68, 1361.8678930313706, 1522.7563519638798, 1526.704673571173, 1640.9450643685943, 1412.4642827737518, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0069, 2024-12-02 11:30, , 69, 1452.6764125851037, 1508.7403640881246, 1526.704673571173, 1640.9450643685955, 1412.4642827737507, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0070, 2024-12-11 11:30, , 70, 1355.5857638096352, 1478.1094440324268, 1526.704673571173, 1640.9450643685964, 1412.4642827737498, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0071, 2024-12-26 11:30, , 71, 1582.873591966055, 1499.0622736191526, 1526.704673571173, 1640.945064368597, 1412.4642827737491, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0072, 2024-12-30 14:30, , 72, 1755.5377643483944, 1550.357371765001, 1526.704673571173, 1640.9450643685973, 1412.464282773749, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0073, 2025-01-12 13:30, , 73, 1335.6583978274455, 1507.41757697749, 1526.704673571173, 1640.9450643685975, 1412.4642827737487, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0074, 2025-01-20 11:30, , 74, 1539.6579518337812, 1513.865651948748, 1526.704673571173, 1640.9450643685977, 1412.4642827737484, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0075, 2025-01-31 13:30, , 75, 1497.667795229761, 1510.6260806049506, 1526.704673571173, 1640.9450643685977, 1412.4642827737484, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0076, 2025-02-04 11:30, , 76, 1427.3343052374848, 1493.9677255314577, 1526.704673571173, 1640.945064368598, 1412.4642827737482, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0077, 2025-02-07 12:30, , 77, 1523.3581925357526, 1499.845818932317, 1526.704673571173, 1640.945064368598, 1412.4642827737482, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0078, 2025-02-23 13:30, , 78, 1577.0406868830378, 1515.2847925224612, 1526.704673571173, 1640.945064368598, 1412.4642827737482, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0079, 2025-02-24 11:30, , 79, 1673.5803040404528, 1546.9438948260595, 1526.704673571173, 1640.945064368598, 1412.4642827737482, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0080, 2025-02-28 16:30, , 80, 1390.8226406704803, 1515.719643994944, 1526.704673571173, 1640.945064368598, 1412.4642827737482, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0081, 2025-03-01 10:30, , 81, 1699.0712317366263, 1552.3899615432804, 1526.704673571173, 1640.945064368598, 1412.4642827737482, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0082, 2025-03-03 13:30, , 82, 1449.853948649063, 1531.882758964437, 1526.704673571173, 1640.945064368598, 1412.4642827737482, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0083, 2025-03-03 16:30, , 83, 1487.6686343351291, 1523.0399340385757, 1526.704673571173, 1640.945064368598, 1412.4642827737482, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0084, 2025-03-07 16:30, , 84, 1585.347750512174, 1535.5014973332952, 1526.704673571173, 1640.945064368598, 1412.4642827737482, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0085, 2025-03-11 16:30, , 85, 1541.7850123739674, 1536.7582003414298, 1526.704673571173, 1640.945064368598, 1412.4642827737482, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0086, 2025-03-13 14:30, , 86, 1336.6820416722326, 1496.7429686075905, 1526.704673571173, 1640.945064368598, 1412.4642827737482, , , , extracted 2023-11-20, , , B-M1, ewma, T-NOS | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
