experiment, date, operator, x, value, plotted, centre, ucl, lcl, s, direction, signal, extract, flags, baseline, chart, type, variant, sop_sha256
DEMO_LC2_HIST_0001, 2025-01-14 11:30, , 1, 23.093781117259617, 23.093781117259617, 23.09707889756183, 23.547784824811576, 22.646372970312083, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC2_HIST_0012, 2025-05-14 13:30, , 12, 23.137877334813467, 23.137877334813467, 23.09707889756183, 23.547784824811576, 22.646372970312083, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC2_HIST_0013, 2025-06-13 13:30, , 13, 23.12157956937745, 23.12157956937745, 23.09707889756183, 23.547784824811576, 22.646372970312083, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC2_HIST_0014, 2025-06-15 11:30, , 14, 23.050132671086114, 23.050132671086114, 23.09707889756183, 23.547784824811576, 22.646372970312083, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC2_HIST_0015, 2025-06-16 15:30, , 15, 23.114785862611647, 23.114785862611647, 23.09707889756183, 23.547784824811576, 22.646372970312083, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC2_HIST_0016, 2025-06-24 17:30, , 16, 23.032737480246883, 23.032737480246883, 23.09707889756183, 23.547784824811576, 22.646372970312083, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC2_HIST_0017, 2025-06-26 12:30, , 17, 22.88453070661748, 22.88453070661748, 23.09707889756183, 23.547784824811576, 22.646372970312083, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC2_HIST_0018, 2025-07-28 14:30, , 18, 23.00077165509403, 23.00077165509403, 23.09707889756183, 23.547784824811576, 22.646372970312083, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC2_HIST_0020, 2025-08-14 14:30, , 19, 23.083683350710594, 23.083683350710594, 23.09707889756183, 23.547784824811576, 22.646372970312083, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC2_HIST_0019, 2025-08-14 16:30, , 20, 22.99437993306439, 22.99437993306439, 23.09707889756183, 23.547784824811576, 22.646372970312083, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC2_HIST_0021, 2025-08-16 15:30, , 21, 23.332404698750313, 23.332404698750313, 23.09707889756183, 23.547784824811576, 22.646372970312083, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC2_HIST_0022, 2025-08-18 14:30, , 22, 23.0396209332877, 23.0396209332877, 23.09707889756183, 23.547784824811576, 22.646372970312083, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC2_HIST_0023, 2025-08-26 11:30, , 23, 22.887753420434002, 22.887753420434002, 23.09707889756183, 23.547784824811576, 22.646372970312083, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC2_HIST_0024, 2025-08-27 17:30, , 24, 23.12819356063083, 23.12819356063083, 23.09707889756183, 23.547784824811576, 22.646372970312083, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC2_HIST_0025, 2025-08-27 17:30, , 25, 23.021719637151143, 23.021719637151143, 23.09707889756183, 23.547784824811576, 22.646372970312083, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC2_HIST_0026, 2025-08-29 16:30, , 26, 22.879245624885446, 22.879245624885446, 23.09707889756183, 23.547784824811576, 22.646372970312083, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC2_HIST_0028, 2025-09-06 12:30, , 27, 23.349203284213118, 23.349203284213118, 23.09707889756183, 23.547784824811576, 22.646372970312083, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC2_HIST_0027, 2025-09-06 16:30, , 28, 23.10238015976234, 23.10238015976234, 23.09707889756183, 23.547784824811576, 22.646372970312083, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC2_HIST_0029, 2025-09-26 13:30, , 29, 23.393898470369567, 23.393898470369567, 23.09707889756183, 23.547784824811576, 22.646372970312083, , , , extracted 2023-11-20, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC2_HIST_0030, 2025-10-17 14:30, , 30, 22.922073352663027, 22.922073352663027, 23.077421887858677, 23.866153370968, 22.288690404749353, , , , extracted 2025-09-29, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC2_HIST_0031, 2025-11-10 14:30, , 31, 23.45548477564634, 23.45548477564634, 23.077421887858677, 23.866153370968, 22.288690404749353, , , , extracted 2025-09-29, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC2_HIST_0032, 2025-11-16 11:30, , 32, 23.179622516039597, 23.179622516039597, 23.077421887858677, 23.866153370968, 22.288690404749353, , , , extracted 2025-09-29, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC2_HIST_0033, 2025-11-18 15:30, , 33, 23.137566986348382, 23.137566986348382, 23.077421887858677, 23.866153370968, 22.288690404749353, , , , extracted 2025-09-29, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC2_HIST_0034, 2025-11-20 10:30, , 34, 23.353735795687665, 23.353735795687665, 23.077421887858677, 23.866153370968, 22.288690404749353, , , , extracted 2025-09-29, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC2_HIST_0035, 2025-11-21 13:30, , 35, 22.989797452011025, 22.989797452011025, 23.077421887858677, 23.866153370968, 22.288690404749353, , , , extracted 2025-09-29, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC2_HIST_0036, 2025-11-22 16:30, , 36, 23.17020719031557, 23.17020719031557, 23.077421887858677, 23.866153370968, 22.288690404749353, , , , extracted 2025-09-29, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC2_HIST_0037, 2025-11-23 16:30, , 37, 22.818159631626497, 22.818159631626497, 23.077421887858677, 23.866153370968, 22.288690404749353, , , , extracted 2025-09-29, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC2_HIST_0038, 2025-12-06 15:30, , 38, 23.336138553273944, 23.336138553273944, 23.077421887858677, 23.866153370968, 22.288690404749353, , , , extracted 2025-09-29, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC2_HIST_0039, 2025-12-16 10:30, , 39, 22.97558627103675, 22.97558627103675, 23.077421887858677, 23.866153370968, 22.288690404749353, , , , extracted 2025-09-29, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC2_HIST_0040, 2025-12-20 11:30, , 40, 22.639507107293678, 22.639507107293678, 23.077421887858677, 23.866153370968, 22.288690404749353, , , , extracted 2025-09-29, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC2_HIST_0041, 2025-12-22 13:30, , 41, 23.307797632878074, 23.307797632878074, 23.077421887858677, 23.866153370968, 22.288690404749353, , , , extracted 2025-09-29, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC2_HIST_0042, 2026-01-04 11:30, , 42, 22.908682034423816, 22.908682034423816, 23.077421887858677, 23.866153370968, 22.288690404749353, , , , extracted 2025-09-29, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC2_HIST_0043, 2026-01-05 12:30, , 43, 22.78683457775364, 22.78683457775364, 23.077421887858677, 23.866153370968, 22.288690404749353, , , , extracted 2025-09-29, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC2_HIST_0044, 2026-01-06 15:30, , 44, 22.928066846329067, 22.928066846329067, 23.077421887858677, 23.866153370968, 22.288690404749353, , , , extracted 2025-09-29, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC2_HIST_0045, 2026-01-13 11:30, , 45, 23.290359338713916, 23.290359338713916, 23.077421887858677, 23.866153370968, 22.288690404749353, , , , extracted 2025-09-29, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC2_HIST_0046, 2026-01-16 12:30, , 46, 23.109593389439368, 23.109593389439368, 23.077421887858677, 23.866153370968, 22.288690404749353, , , , extracted 2025-09-29, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC2_HIST_0047, 2026-02-10 14:30, , 47, 22.915055163410862, 22.915055163410862, 23.077421887858677, 23.866153370968, 22.288690404749353, , , , extracted 2025-09-29, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC2_HIST_0048, 2026-02-16 13:30, , 48, 23.021002810429216, 23.021002810429216, 23.077421887858677, 23.866153370968, 22.288690404749353, , , , extracted 2025-09-29, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC2_HIST_0049, 2026-02-23 13:30, , 49, 23.303166331853188, 23.303166331853188, 23.077421887858677, 23.866153370968, 22.288690404749353, , , , extracted 2025-09-29, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC2_HIST_0050, 2026-03-13 16:30, , 50, 23.170729184115082, 23.170729184115082, 23.077421887858677, 23.866153370968, 22.288690404749353, , , , extracted 2025-09-29, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC2_HIST_0051, 2026-03-16 12:30, , 51, 23.00385331104336, 23.00385331104336, 23.077421887858677, 23.866153370968, 22.288690404749353, , , , extracted 2025-09-29, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC2_HIST_0052, 2026-03-16 16:30, , 52, 22.689949546621808, 22.689949546621808, 23.077421887858677, 23.866153370968, 22.288690404749353, , , , extracted 2025-09-29, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC2_HIST_0053, 2026-03-29 13:30, , 53, 23.196136482923055, 23.196136482923055, 23.077421887858677, 23.866153370968, 22.288690404749353, , , , extracted 2025-09-29, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC2_HIST_0054, 2026-04-09 11:30, , 54, 23.076874065568862, 23.076874065568862, 23.077421887858677, 23.866153370968, 22.288690404749353, , , , extracted 2025-09-29, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC2_HIST_0055, 2026-04-18 16:30, , 55, 22.929532762152633, 22.929532762152633, 23.077421887858677, 23.866153370968, 22.288690404749353, , , , extracted 2025-09-29, , , A-M1, i, HMG | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
